"","List_source","date_sourced","species","newspecies","species_number","multiple_forms","study","trait_index","trait_name_original","trait_name","value_original","value"
"212","Scrape","4/04/2019","Magnolia acuminata","Magnolia acuminata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"213","Scrape","4/04/2019","Malus pumila","Malus pumila","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"214","Scrape","4/04/2019","Oryza sativa","Oryza sativa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"215","Scrape","4/04/2019","Secale cereale","Secale cereale","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"216","Scrape","4/04/2019","Cercocarpus ledifolius","Cercocarpus ledifolius","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"217","Scrape","4/04/2019","Poa secunda","Poa secunda","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"218","Scrape","4/04/2019","Rumex crispus","Rumex crispus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"219","Scrape","4/04/2019","Ilex cassine","Ilex cassine","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"220","Scrape","4/04/2019","Phoenix dactylifera","Phoenix dactylifera","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"221","Scrape","4/04/2019","Ilex decidua","Ilex decidua","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"222","Scrape","4/04/2019","Iva axillaris","Iva axillaris","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"223","Scrape","4/04/2019","Dicoria canescens","Dicoria canescens","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"224","Scrape","4/04/2019","Forestiera shrevei","Forestiera shrevei","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"225","Scrape","4/04/2019","Rosa canina","Rosa canina","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"226","Scrape","4/04/2019","Eupatorium capillifolium","Eupatorium capillifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"227","Scrape","4/04/2019","Crataegus punctata","Crataegus punctata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"228","Scrape","4/04/2019","Spiraea douglasii","Spiraea douglasii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"229","Scrape","4/04/2019","Artemisia douglasiana","Artemisia douglasiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"230","Scrape","4/04/2019","Betula pubescens","Betula pubescens","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"231","Scrape","4/04/2019","Crataegus mollis","Crataegus mollis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"232","Scrape","4/04/2019","Amelanchier arborea","Amelanchier arborea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"233","Scrape","4/04/2019","Artemisia dracunculus","Artemisia dracunculus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"234","Scrape","4/04/2019","Ambrosia pumila","Ambrosia pumila","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"235","Scrape","4/04/2019","Quercus prinoides","Quercus prinoides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"236","Scrape","4/04/2019","Celtis tenuifolia","Celtis tenuifolia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"237","Scrape","4/04/2019","Sabal minor","Sabal minor","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"238","Scrape","4/04/2019","Plantago pusilla","Plantago pusilla","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"239","Scrape","4/04/2019","Artemisia arbuscula","Artemisia arbuscula","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"240","Scrape","4/04/2019","Garrya buxifolia","Garrya buxifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"241","Scrape","4/04/2019","Thalictrum dioicum","Thalictrum dioicum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"242","Scrape","4/04/2019","Thuja occidentalis","Thuja occidentalis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"243","Scrape","4/04/2019","Elymus hystrix","Elymus hystrix","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"244","Scrape","4/04/2019","Populus fremontii","Populus fremontii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"245","Scrape","4/04/2019","Ostrya virginiana","Ostrya virginiana","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"246","Scrape","4/04/2019","Tripsacum dactyloides","Tripsacum dactyloides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"247","Scrape","4/04/2019","Toxicodendron radicans","Toxicodendron radicans","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"248","Scrape","4/04/2019","Juniperus virginiana","Juniperus virginiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"249","Scrape","4/04/2019","Euonymus atropurpurea","Euonymus atropurpurea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"250","Scrape","4/04/2019","Vulpia octoflora","Vulpia octoflora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"251","Scrape","4/04/2019","Agrostis elliottiana","Agrostis elliottiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"252","Scrape","4/04/2019","Quercus engelmannii","Quercus engelmannii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"253","Scrape","4/04/2019","Ulmus procera","Ulmus procera","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"254","Scrape","4/04/2019","Crataegus monogyna","Crataegus monogyna","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"255","Scrape","4/04/2019","Ilex aquifolium","Ilex aquifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"256","Scrape","4/04/2019","Plantago lanceolata","Plantago lanceolata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"257","Scrape","4/04/2019","Juglans regia","Juglans regia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"258","Scrape","4/04/2019","Alnus glutinosa","Alnus glutinosa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"259","Scrape","4/04/2019","Malus sylvestris","Malus sylvestris","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"260","Scrape","4/04/2019","Fraxinus excelsior","Fraxinus excelsior","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"261","Scrape","4/04/2019","Ammophila arenaria","Ammophila arenaria","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"262","Scrape","4/04/2019","Fagus sylvatica","Fagus sylvatica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"263","Scrape","4/04/2019","Carpinus betulus","Carpinus betulus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"264","Scrape","4/04/2019","Sorbus aucuparia","Sorbus aucuparia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"265","Scrape","4/04/2019","Prunus domestica","Prunus domestica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"266","Scrape","4/04/2019","Ligustrum vulgare","Ligustrum vulgare","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"267","Scrape","4/04/2019","Betula pendula","Betula pendula","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"268","Scrape","4/04/2019","Morella caroliniensis","Morella caroliniensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"269","Scrape","4/04/2019","Panicum dichotomiflorum","Panicum dichotomiflorum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"270","Scrape","4/04/2019","Thalictrum fendleri","Thalictrum fendleri","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"271","Scrape","4/04/2019","Alopecurus pratensis","Alopecurus pratensis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"272","Scrape","4/04/2019","Prunus pensylvanica","Prunus pensylvanica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"273","Scrape","4/04/2019","Bassia hyssopifolia","Bassia hyssopifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"274","Scrape","4/04/2019","Artemisia bigelovii","Artemisia bigelovii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"275","Scrape","4/04/2019","Ambrosia acanthicarpa","Ambrosia acanthicarpa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"276","Scrape","4/04/2019","Poa compressa","Poa compressa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"277","Scrape","4/04/2019","Crataegus succulenta","Crataegus succulenta","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"278","Scrape","4/04/2019","Pseudophoenix sargentii","Pseudophoenix sargentii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"279","Scrape","4/04/2019","Pithecellobium keyense","Pithecellobium keyense","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"280","Scrape","4/04/2019","Parietaria floridana","Parietaria floridana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"281","Scrape","4/04/2019","Roystonea elata","Roystonea elata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"282","Scrape","4/04/2019","Cornus florida","Cornus florida","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"283","Scrape","4/04/2019","Atriplex canescens","Atriplex canescens","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"284","Scrape","4/04/2019","Hordeum jubatum","Hordeum jubatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"285","Scrape","4/04/2019","Fraxinus cuspidata","Fraxinus cuspidata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"286","Scrape","4/04/2019","Rhus aromatica","Rhus aromatica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"287","Scrape","4/04/2019","Populus fremontii","Populus fremontii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"288","Scrape","4/04/2019","Chenopodium fremontii","Chenopodium fremontii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"289","Scrape","4/04/2019","Tagetes patula","Tagetes patula","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"290","Scrape","4/04/2019","Spartina pectinata","Spartina pectinata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"291","Scrape","4/04/2019","Carex crinita","Carex crinita","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"292","Scrape","4/04/2019","Artemisia papposa","Artemisia papposa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"293","Scrape","4/04/2019","Quercus gambelii","Quercus gambelii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"294","Scrape","4/04/2019","Fagopyrum esculentum","Fagopyrum esculentum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"295","Scrape","4/04/2019","Cosmos bipinnatus","Cosmos bipinnatus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"296","Scrape","4/04/2019","Rheum rhabarbarum","Rheum rhabarbarum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"297","Scrape","4/04/2019","Rumex acetosa","Rumex acetosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"298","Scrape","4/04/2019","Vicia sativa","Vicia sativa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"299","Scrape","4/04/2019","Salix geyeriana","Salix geyeriana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"300","Scrape","4/04/2019","Arundo donax","Arundo donax","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"301","Scrape","4/04/2019","Chenopodium simplex","Chenopodium simplex","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"302","Scrape","4/04/2019","Ledum glandulosum","Ledum glandulosum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"303","Scrape","4/04/2019","Ligustrum lucidum","Ligustrum lucidum","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"304","Scrape","4/04/2019","Salix caprea","Salix caprea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"305","Scrape","4/04/2019","Paspalum dilatatum","Paspalum dilatatum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"306","Scrape","4/04/2019","Salix gooddingii","Salix gooddingii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"307","Scrape","4/04/2019","Plantago maritima","Plantago maritima","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"308","Scrape","4/04/2019","Betula populifolia","Betula populifolia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"309","Scrape","4/04/2019","Cornus racemosa","Cornus racemosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"310","Scrape","4/04/2019","Quercus grisea","Quercus grisea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"311","Scrape","4/04/2019","Casuarina glauca","Casuarina glauca","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"312","Scrape","4/04/2019","Salix bebbiana","Salix bebbiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"313","Scrape","4/04/2019","Sarcobatus vermiculatus","Sarcobatus vermiculatus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"314","Scrape","4/04/2019","Leymus cinereus","Leymus cinereus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"315","Scrape","4/04/2019","Baccharis salicina","Baccharis salicina","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"316","Scrape","4/04/2019","Plantago major","Plantago major","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"317","Scrape","4/04/2019","Ambrosia trifida","Ambrosia trifida","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"318","Scrape","4/04/2019","Fraxinus pennsylvanica","Fraxinus pennsylvanica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"319","Scrape","4/04/2019","Setaria viridis","Setaria viridis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"320","Scrape","4/04/2019","Crataegus viridis","Crataegus viridis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"321","Scrape","4/04/2019","Acacia decurrens","Acacia decurrens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"322","Scrape","4/04/2019","Kochia americana","Kochia americana","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"323","Scrape","4/04/2019","Baccharis halimifolia","Baccharis halimifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"324","Scrape","4/04/2019","Acacia berlandieri","Acacia berlandieri","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"325","Scrape","4/04/2019","Digitaria sanguinalis","Digitaria sanguinalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"326","Scrape","4/04/2019","Ambrosia canescens","Ambrosia canescens","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"327","Scrape","4/04/2019","Elymus villosus","Elymus villosus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"328","Scrape","4/04/2019","Paspalum pubiflorum","Paspalum pubiflorum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"329","Scrape","4/04/2019","Atriplex patula","Atriplex patula","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"330","Scrape","4/04/2019","Havardia pallens","Havardia pallens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"331","Scrape","4/04/2019","Quercus havardii","Quercus havardii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"332","Scrape","4/04/2019","Urtica chamaedryoides","Urtica chamaedryoides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"333","Scrape","4/04/2019","Plantago cordata","Plantago cordata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"334","Scrape","4/04/2019","Rumex hastatulus","Rumex hastatulus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"335","Scrape","4/04/2019","Cannabis sativa","Cannabis sativa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"336","Scrape","4/04/2019","Zanthoxylum clava-herculis","Zanthoxylum clava-herculis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"337","Scrape","4/04/2019","Chenopodium hians","Chenopodium hians","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"338","Scrape","4/04/2019","Viburnum opulus","Viburnum opulus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"339","Scrape","4/04/2019","Holodiscus discolor","Holodiscus discolor","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"340","Scrape","4/04/2019","Juglans hindsii","Juglans hindsii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"341","Scrape","4/04/2019","Philadelphus pubescens","Philadelphus pubescens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"342","Scrape","4/04/2019","Panicum miliaceum","Panicum miliaceum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"343","Scrape","4/04/2019","Prunus umbellata","Prunus umbellata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"344","Scrape","4/04/2019","Ambrosia ilicifolia","Ambrosia ilicifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"345","Scrape","4/04/2019","Prunus ilicifolia","Prunus ilicifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"346","Scrape","4/04/2019","Prosopis juliflora","Prosopis juliflora","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"347","Scrape","4/04/2019","Gleditsia triacanthos","Gleditsia triacanthos","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"348","Scrape","4/04/2019","Prunus hortulana","Prunus hortulana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"349","Scrape","4/04/2019","Calocedrus decurrens","Calocedrus decurrens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"350","Scrape","4/04/2019","Achnatherum hymenoides","Achnatherum hymenoides","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"351","Scrape","4/04/2019","Zizania aquatica","Zizania aquatica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"352","Scrape","4/04/2019","Chasmanthium latifolium","Chasmanthium latifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"353","Scrape","4/04/2019","Ilex glabra","Ilex glabra","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"354","Scrape","4/04/2019","Amelanchier interior","Amelanchier interior","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"355","Scrape","4/04/2019","Quercus wislizeni","Quercus wislizeni","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"356","Scrape","4/04/2019","Allenrolfea occidentalis","Allenrolfea occidentalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"357","Scrape","4/04/2019","Artemisia nesiotica","Artemisia nesiotica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"358","Scrape","4/04/2019","Trema micranthum","Trema micranthum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"359","Scrape","4/04/2019","Pleuraphis jamesii","Pleuraphis jamesii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"360","Scrape","4/04/2019","Setaria faberi","Setaria faberi","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"361","Scrape","4/04/2019","Bromus japonicus","Bromus japonicus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"362","Scrape","4/04/2019","Malus floribunda","Malus floribunda","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"363","Scrape","4/04/2019","Ilex crenata","Ilex crenata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"364","Scrape","4/04/2019","Lonicera japonica","Lonicera japonica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"365","Scrape","4/04/2019","Humulus japonicus","Humulus japonicus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"366","Scrape","4/04/2019","Acer palmatum","Acer palmatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"367","Scrape","4/04/2019","Ligustrum japonicum","Ligustrum japonicum","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"368","Scrape","4/04/2019","Euonymus japonica","Euonymus japonica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"369","Scrape","4/04/2019","Juglans ailanthifolia","Juglans ailanthifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"370","Scrape","4/04/2019","Cryptomeria japonica","Cryptomeria japonica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"371","Scrape","4/04/2019","Chenopodium botrys","Chenopodium botrys","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"372","Scrape","4/04/2019","Iva frutescens","Iva frutescens","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"373","Scrape","4/04/2019","Sorghum halepense","Sorghum halepense","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"374","Scrape","4/04/2019","Simmondsia chinensis","Simmondsia chinensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"375","Scrape","4/04/2019","Iresine diffusa","Iresine diffusa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"376","Scrape","4/04/2019","Iresine rhizomatosa","Iresine rhizomatosa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"377","Scrape","4/04/2019","Bromus kalmii","Bromus kalmii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"378","Scrape","4/04/2019","Poa pratensis","Poa pratensis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"379","Scrape","4/04/2019","Gymnocladus dioicus","Gymnocladus dioicus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"380","Scrape","4/04/2019","Citrus aurantifolia","Citrus aurantifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"381","Scrape","4/04/2019","Thrinax morrisii","Thrinax morrisii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"382","Scrape","4/04/2019","Thalictrum pubescens","Thalictrum pubescens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"383","Scrape","4/04/2019","Prunus subcordata","Prunus subcordata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"384","Scrape","4/04/2019","Chenopodium album","Chenopodium album","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"385","Scrape","4/04/2019","Ambrosia bidentata","Ambrosia bidentata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"386","Scrape","4/04/2019","Nectandra coriacea","Nectandra coriacea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"387","Scrape","4/04/2019","Echinochloa crus-galli","Echinochloa crus-galli","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"388","Scrape","4/04/2019","Ilex coriacea","Ilex coriacea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"389","Scrape","4/04/2019","Anthoxanthum odoratum","Anthoxanthum odoratum","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"390","Scrape","4/04/2019","Tilia platyphyllos","Tilia platyphyllos","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"391","Scrape","4/04/2019","Quercus laurifolia","Quercus laurifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"392","Scrape","4/04/2019","Bellis perennis","Bellis perennis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"393","Scrape","4/04/2019","Rhus integrifolia","Rhus integrifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"394","Scrape","4/04/2019","Carex vesicaria","Carex vesicaria","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"395","Scrape","4/04/2019","Phalaris minor","Phalaris minor","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"396","Scrape","4/04/2019","Briza minor","Briza minor","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"397","Scrape","4/04/2019","Philadelphus lewisii","Philadelphus lewisii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"398","Scrape","4/04/2019","Zanthoxylum fagara","Zanthoxylum fagara","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"399","Scrape","4/04/2019","Hordeum pusillum","Hordeum pusillum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"400","Scrape","4/04/2019","Schizachyrium scoparium","Schizachyrium scoparium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"401","Scrape","4/04/2019","Carex viridula","Carex viridula","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"402","Scrape","4/04/2019","Juglans microcarpa","Juglans microcarpa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"403","Scrape","4/04/2019","Salix arbusculoides","Salix arbusculoides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"404","Scrape","4/04/2019","Quercus virginiana","Quercus virginiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"405","Scrape","4/04/2019","Platanus hybrida","Platanus hybrida","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"406","Scrape","4/04/2019","Acacia greggii","Acacia greggii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"407","Scrape","4/04/2019","Artemisia longifolia","Artemisia longifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"408","Scrape","4/04/2019","Amaranthus caudatus","Amaranthus caudatus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"409","Scrape","4/04/2019","Chenopodium chenopodioides","Chenopodium chenopodioides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"410","Scrape","4/04/2019","Thalictrum minus","Thalictrum minus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"411","Scrape","4/04/2019","Salix prolixa","Salix prolixa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"412","Scrape","4/04/2019","Ginkgo biloba","Ginkgo biloba","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"413","Scrape","4/04/2019","Muehlenbeckia complexa","Muehlenbeckia complexa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"414","Scrape","4/04/2019","Mangifera indica","Mangifera indica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"415","Scrape","4/04/2019","Amaranthus blitoides","Amaranthus blitoides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"416","Scrape","4/04/2019","Lolium pratense","Lolium pratense","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"417","Scrape","4/04/2019","Salix petiolaris","Salix petiolaris","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"418","Scrape","4/04/2019","Acacia farnesiana","Acacia farnesiana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"419","Scrape","4/04/2019","Celtis australis","Celtis australis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"420","Scrape","4/04/2019","Hirschfeldia incana","Hirschfeldia incana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"421","Scrape","4/04/2019","Acacia constricta","Acacia constricta","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"422","Scrape","4/04/2019","Prosopis juliflora","Prosopis juliflora","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
