"study","species","trait_name","value","trait_name_original","value_original"
"Treemovals","Clivia miniata Belgium hybrids","Soil / Drainage","Prefers moist soils, rich in organic matter with good drainage and a mulch. Will tolerate any soil, even poor soils as long as the drainage is at least moderate.","Soil / Drainage","Prefers moist soils, rich in organic matter with good drainage and a mulch. Will tolerate any soil, even poor soils as long as the drainage is at least moderate."
"Treemovals","Clivia miniata Belgium hybrids","Pruning","Remove spent flowers and leaves.","Pruning","Remove spent flowers and leaves."
"Treemovals","Clivia miniata Belgium hybrids","Watering","Regular watering in spring and summer improves growth and flowering. Keep the plants drier in autumn and winter.","Watering","Regular watering in spring and summer improves growth and flowering. Keep the plants drier in autumn and winter."
"Treemovals","Clivia miniata Belgium hybrids","Fertilising","Feed with half strength complete fertiliser in spring, summer and autumn for best flowering.","Fertilising","Feed with half strength complete fertiliser in spring, summer and autumn for best flowering."
"Treemovals","Clivia miniata Belgium hybrids","Pests / Diseases","Slugs and snails, sun scorch on leaves and flowers in hot positions. Mealy Bugs on neglected plants. The black and yellow Lily Caterpillar can cause serious leaf damage in some areas.","Pests / Diseases","Slugs and snails, sun scorch on leaves and flowers in hot positions. Mealy Bugs on neglected plants. The black and yellow Lily Caterpillar can cause serious leaf damage in some areas."
"Treemovals","Clivia miniata Belgium hybrids","Uses","Winter gardens, flower contrast, shaded gardens, borders, ground cover, tropical effect plant, bank binder, domestic cut flower, pots and tubs. Cliveas flower well in pots and tubs when crowded.","Uses","Winter gardens, flower contrast, shaded gardens, borders, ground cover, tropical effect plant, bank binder, domestic cut flower, pots and tubs. Cliveas flower well in pots and tubs when crowded."
"Treemovals","Cupaniopsis anacardioides ","common_name","Tuckeroo","common_name","Tuckeroo"
"Treemovals","Cupaniopsis anacardioides ","Family","Sapindaceae","Family","Sapindaceae"
"Treemovals","Cupaniopsis anacardioides ","Origins","East Coast of New South Wales and Queensland.","Origins","East Coast of New South Wales and Queensland."
"Treemovals","Cupaniopsis anacardioides ","Habit/ Form","Dome tree","Habit/ Form","Dome tree"
"Treemovals","Cupaniopsis anacardioides ","Leaves","Pinnate and alternate eight to ten leaflets.  Elliptic oblong, to 10 cm long.","Leaves","Pinnate and alternate eight to ten leaflets.  Elliptic oblong, to 10 cm long."
"Treemovals","Cupaniopsis anacardioides ","Flowers","Creamy greenish white flowers form on panicles mid-autumn.","Flowers","Creamy greenish white flowers form on panicles mid-autumn."
"Treemovals","Cupaniopsis anacardioides ","Fruit","Orange three lobed capsule with dark brown seed inside each lobe. The fruit change to a bright orange when ripe during mid to late spring.","Fruit","Orange three lobed capsule with dark brown seed inside each lobe. The fruit change to a bright orange when ripe during mid to late spring."
"Treemovals","Cupaniopsis anacardioides ","Bark / Trunk","mooth straight grey or brown trunk with raised horizontal lines, and a flanged base.","Bark / Trunk","mooth straight grey or brown trunk with raised horizontal lines, and a flanged base."
"Treemovals","Cupaniopsis anacardioides ","Vigour / Longevity","Relatively fast growing when young and lives up to 50 â<U+0080><U+0093> 60 years.","Vigour / Longevity","Relatively fast growing when young and lives up to 50 â<U+0080><U+0093> 60 years."
"Treemovals","Cupaniopsis anacardioides ","Environmental Requirements","Full sun. Resists strong winds and highly salt tolerant.","Environmental Requirements","Full sun. Resists strong winds and highly salt tolerant."
"Treemovals","Cupaniopsis anacardioides ","Hardiness","Endures extreme heat and cold, but needs protection from heavy frost when young.","Hardiness","Endures extreme heat and cold, but needs protection from heavy frost when young."
"Treemovals","Cupaniopsis anacardioides ","Soil / Drainage","Tolerates most soil types especially sandy soils, avoid water inundation.","Soil / Drainage","Tolerates most soil types especially sandy soils, avoid water inundation."
"Treemovals","Cupaniopsis anacardioides ","Pruning","Prune as required to shape.","Pruning","Prune as required to shape."
"Treemovals","Cupaniopsis anacardioides ","Watering","Water well when young, reduce water once established.","Watering","Water well when young, reduce water once established."
"Treemovals","Cupaniopsis anacardioides ","Fertilising","General long life slow release fertiliser.","Fertilising","General long life slow release fertiliser."
"Treemovals","Cupaniopsis anacardioides ","Pests / Diseases","Susceptible to borer when young.","Pests / Diseases","Susceptible to borer when young."
"Treemovals","Cupaniopsis anacardioides ","Uses","Because of the widely spreading crown and relatively short height it is commonly used as a street tree under and around services. These are a fantastic shade tree and due to the tolerance of salt, wind, poor soils and pollution it is commonly grown in many areas along the Australian eastern coastline. The beautiful fruit also attract birds. ","Uses","Because of the widely spreading crown and relatively short height it is commonly used as a street tree under and around services. These are a fantastic shade tree and due to the tolerance of salt, wind, poor soils and pollution it is commonly grown in many areas along the Australian eastern coastline. The beautiful fruit also attract birds. "
"Treemovals","Cupressus sempervirens Glauca ","common_name","Italian Cypress, Mediterranean Cypress","common_name","Italian Cypress, Mediterranean Cypress"
"Treemovals","Cupressus sempervirens Glauca ","Family","Cupressaceae","Family","Cupressaceae"
"Treemovals","Cupressus sempervirens Glauca ","Origins","Southern Europe","Origins","Southern Europe"
"Treemovals","Cupressus sempervirens Glauca ","Habit/ Form","Columnar to broad columnar with horizontal to ascending branches in the species. The cultivars are narrow columnar trees with ascending branches and branchlets","Habit/ Form","Columnar to broad columnar with horizontal to ascending branches in the species. The cultivars are narrow columnar trees with ascending branches and branchlets"
"Treemovals","Cupressus sempervirens Glauca ","Leaves","This form has dark green leaves and the branches and branchlets are closely ascending forming a dense narrow fastigiate to columnar habit in the best forms. Grafted or cutting raised clones are superior to ","Leaves","This form has dark green leaves and the branches and branchlets are closely ascending forming a dense narrow fastigiate to columnar habit in the best forms. Grafted or cutting raised clones are superior to "
"Treemovals","Cupressus sempervirens Glauca ","Flowers"," ","Flowers"," "
"Treemovals","Cupressus sempervirens Glauca ","Fruit","Cones rounded to slightly ovoid 32mm across, green brown aging to brown, with 8-14 scales with a broad mucro (point) in the centre of each scale. Remaining on the tree for most of the year. Prolific. White Cockatoos rip the fruits off the trees and bend a","Fruit","Cones rounded to slightly ovoid 32mm across, green brown aging to brown, with 8-14 scales with a broad mucro (point) in the centre of each scale. Remaining on the tree for most of the year. Prolific. White Cockatoos rip the fruits off the trees and bend a"
"Treemovals","Cupressus sempervirens Glauca ","Bark / Trunk","Dark grey brown fissured bark","Bark / Trunk","Dark grey brown fissured bark"
"Treemovals","Cupressus sempervirens Glauca ","Vigour / Longevity","Vigorous when young, long lived","Vigour / Longevity","Vigorous when young, long lived"
"Treemovals","Cupressus sempervirens Glauca ","Environmental Requirements","Prefers sunny positions including western sun.","Environmental Requirements","Prefers sunny positions including western sun."
"Treemovals","Cupressus sempervirens Glauca ","Hardiness","Tolerates short periods of drought, mild frosts, neglect and wind.","Hardiness","Tolerates short periods of drought, mild frosts, neglect and wind."
"Treemovals","Cupressus sempervirens Glauca ","Soil / Drainage","Very adaptable, growing on sandy loams to heavy clay loams with at least moderate drainage and low to moderate fertility.","Soil / Drainage","Very adaptable, growing on sandy loams to heavy clay loams with at least moderate drainage and low to moderate fertility."
"Treemovals","Cupressus sempervirens Glauca ","Pruning","Pruning should not be needed if a good form has been chosen and the soil is not overly fertile encouraging excess growth. Inferior seed raised forms may need uncharacteristic growth removed or tied back into place to maintain a narrow habit. Sometimes she","Pruning","Pruning should not be needed if a good form has been chosen and the soil is not overly fertile encouraging excess growth. Inferior seed raised forms may need uncharacteristic growth removed or tied back into place to maintain a narrow habit. Sometimes she"
"Treemovals","Cupressus sempervirens Glauca ","Watering","Not needed once established","Watering","Not needed once established"
"Treemovals","Cupressus sempervirens Glauca ","Fertilising","Do not fertilise unless the soil is extremely poor, over fertilising will encourage excess growth which will weigh heavy on the branches causing them to lean away from the upright position ruining the habit. The leaning branches may need to be removed or ","Fertilising","Do not fertilise unless the soil is extremely poor, over fertilising will encourage excess growth which will weigh heavy on the branches causing them to lean away from the upright position ruining the habit. The leaning branches may need to be removed or "
"Treemovals","Cupressus sempervirens Glauca ","Pests / Diseases","Susceptible to the borers, Cypress Bark Beetle and Cypress Bark Weevil when stressed.","Pests / Diseases","Susceptible to the borers, Cypress Bark Beetle and Cypress Bark Weevil when stressed."
"Treemovals","Cupressus sempervirens Glauca ","Uses","Use clonal forms for avenues, narrow screens, formal gardens, arches, Mediterranean style landscapes, conifer gardens, habit contrasts, tubs and topiary.","Uses","Use clonal forms for avenues, narrow screens, formal gardens, arches, Mediterranean style landscapes, conifer gardens, habit contrasts, tubs and topiary."
"Treemovals","Cupressus torulosa ","common_name","Bhutan Cypress","common_name","Bhutan Cypress"
"Treemovals","Cupressus torulosa ","Family","Cupressaceae","Family","Cupressaceae"
"Treemovals","Cupressus torulosa ","Origins","Himalayas to Western China","Origins","Himalayas to Western China"
"Treemovals","Cupressus torulosa ","Habit/ Form","Fastigiate in warm climates, broad conical in cold climates, the habit will be intermediate in areas that are intermediate in temperature. The main branches are ascending to horizontal with pendulous branchlets with recurved tips. The branchlets hang in v","Habit/ Form","Fastigiate in warm climates, broad conical in cold climates, the habit will be intermediate in areas that are intermediate in temperature. The main branches are ascending to horizontal with pendulous branchlets with recurved tips. The branchlets hang in v"
"Treemovals","Cupressus torulosa ","Leaves","Tiny scale-like light green aging to dark green, closely clasping the stem, giving the branchlets a cord-like appearance. The branchlets are drooping on ascending main branches.","Leaves","Tiny scale-like light green aging to dark green, closely clasping the stem, giving the branchlets a cord-like appearance. The branchlets are drooping on ascending main branches."
"Treemovals","Cupressus torulosa ","Flowers"," ","Flowers"," "
"Treemovals","Cupressus torulosa ","Fruit","A small dark brown rounded cone 10 -20mm across.","Fruit","A small dark brown rounded cone 10 -20mm across."
"Treemovals","Cupressus torulosa ","Bark / Trunk","Grey brown fissured bark","Bark / Trunk","Grey brown fissured bark"
"Treemovals","Cupressus torulosa ","Vigour / Longevity","Slow growing becoming moderate, long lived","Vigour / Longevity","Slow growing becoming moderate, long lived"
"Treemovals","Cupressus torulosa ","Environmental Requirements","Sunny positions including western sun.","Environmental Requirements","Sunny positions including western sun."
"Treemovals","Cupressus torulosa ","Hardiness","Tolerates moderate frost, neglect and wind.","Hardiness","Tolerates moderate frost, neglect and wind."
"Treemovals","Cupressus torulosa ","Soil / Drainage","Hardy to most soils, can grow on sandy loam to heavy clay loams with at least moderate drainage. Best growth on deep, rich, moist well drained soils with a mulch.","Soil / Drainage","Hardy to most soils, can grow on sandy loam to heavy clay loams with at least moderate drainage. Best growth on deep, rich, moist well drained soils with a mulch."
"Treemovals","Cupressus torulosa ","Pruning","Pruning is not usually needed, keep to a single leader. Can be pruned as a hedge or as a topiary.","Pruning","Pruning is not usually needed, keep to a single leader. Can be pruned as a hedge or as a topiary."
"Treemovals","Cupressus torulosa ","Watering","Watering during drought will improve foliage colour and vigour.","Watering","Watering during drought will improve foliage colour and vigour."
"Treemovals","Cupressus torulosa ","Fertilising","Use complete nine month slow release fertilisers during the growing period till established.","Fertilising","Use complete nine month slow release fertilisers during the growing period till established."
"Treemovals","Cupressus torulosa ","Pests / Diseases","Susceptible to the borers, Cypress Bark Beetle and Cypress Bark Weevil when stressed.","Pests / Diseases","Susceptible to the borers, Cypress Bark Beetle and Cypress Bark Weevil when stressed."
"Treemovals","Cupressus torulosa ","Uses","Wnd breaks, hedges, giant hedges, borders, screens, formal gardens, conifer gardens, habit contrasts, tubs, topiary and avenues.","Uses","Wnd breaks, hedges, giant hedges, borders, screens, formal gardens, conifer gardens, habit contrasts, tubs, topiary and avenues."
"Treemovals","Elaeocarpus eumundii ","common_name","Quandong","common_name","Quandong"
"Treemovals","Elaeocarpus eumundii ","Family","Elaeocarpaceae","Family","Elaeocarpaceae"
"Treemovals","Elaeocarpus eumundii ","Origins","North coast of New South Wales through to north Queensland mainly in rainforest areas.","Origins","North coast of New South Wales through to north Queensland mainly in rainforest areas."
"Treemovals","Elaeocarpus eumundii ","Habit/ Form","Dome shaped tree.","Habit/ Form","Dome shaped tree."
"Treemovals","Elaeocarpus eumundii ","Leaves","Glossy green obovate, new growth is bright red to purple.","Leaves","Glossy green obovate, new growth is bright red to purple."
"Treemovals","Elaeocarpus eumundii ","Flowers","m scented flowers form on racemes in late November.","Flowers","m scented flowers form on racemes in late November."
"Treemovals","Elaeocarpus eumundii ","Fruit","Small round to egg shape fruits to 1.5cm diameter. Green in colour they turn blue then black when ripe.","Fruit","Small round to egg shape fruits to 1.5cm diameter. Green in colour they turn blue then black when ripe."
"Treemovals","Elaeocarpus eumundii ","Bark / Trunk","Smooth straight trunk and bark.","Bark / Trunk","Smooth straight trunk and bark."
"Treemovals","Elaeocarpus eumundii ","Vigour / Longevity","Average growth rate.","Vigour / Longevity","Average growth rate."
"Treemovals","Elaeocarpus eumundii ","Environmental Requirements","Prefers part shade and a warm humid site. Protect from extreme temperatures and exposed sites","Environmental Requirements","Prefers part shade and a warm humid site. Protect from extreme temperatures and exposed sites"
"Treemovals","Elaeocarpus eumundii ","Hardiness","Good in warm weather but will get burnt in frost. Tolerates moderate coastal exposure.","Hardiness","Good in warm weather but will get burnt in frost. Tolerates moderate coastal exposure."
"Treemovals","Elaeocarpus eumundii ","Soil / Drainage","Well drained soil. Survives heavy soils but will not thrive.","Soil / Drainage","Well drained soil. Survives heavy soils but will not thrive."
"Treemovals","Elaeocarpus eumundii ","Pruning","Not required.","Pruning","Not required."
"Treemovals","Elaeocarpus eumundii ","Watering","Maintain water in warmer months.","Watering","Maintain water in warmer months."
"Treemovals","Elaeocarpus eumundii ","Fertilising","Use long life slow release fertilizer.","Fertilising","Use long life slow release fertilizer."
"Treemovals","Elaeocarpus eumundii ","Pests / Diseases","No know problems.","Pests / Diseases","No know problems."
"Treemovals","Elaeocarpus eumundii ","Uses","This beautiful tree can be used in parks and gardens as a foliage contrast. Commonly used in smaller gardens as a screen, hedge or feature tree. Grows in shade gardens where many other trees would struggle.","Uses","This beautiful tree can be used in parks and gardens as a foliage contrast. Commonly used in smaller gardens as a screen, hedge or feature tree. Grows in shade gardens where many other trees would struggle."
"Treemovals","Elaeocarpus reticulatus ","common_name","Blue Berry Ash","common_name","Blue Berry Ash"
"Treemovals","Elaeocarpus reticulatus ","Family","Elaeocarpaceae","Family","Elaeocarpaceae"
"Treemovals","Elaeocarpus reticulatus ","Origins","East coast of Australia from Tasmania to Queensland","Origins","East coast of Australia from Tasmania to Queensland"
"Treemovals","Elaeocarpus reticulatus ","Habit/ Form","A narrow upright tree tapering towards the apex, with mostly horizontal branches. Often pruned to form screens and hedges.","Habit/ Form","A narrow upright tree tapering towards the apex, with mostly horizontal branches. Often pruned to form screens and hedges."
"Treemovals","Elaeocarpus reticulatus ","Leaves","Alternate, narrow elliptic to broad lanceolate, 100 - 150mm x25 - 35mm, margin shallowly serrate, new growth bronze red (often covered with a waxy white, coating) aging to dark green. Some older leaves turn red before falling.","Leaves","Alternate, narrow elliptic to broad lanceolate, 100 - 150mm x25 - 35mm, margin shallowly serrate, new growth bronze red (often covered with a waxy white, coating) aging to dark green. Some older leaves turn red before falling."
"Treemovals","Elaeocarpus reticulatus ","Flowers","Funnelform / campanulate, white with lacerated petal edges, faintly perfumed, hanging in pendulous clusters (racemes) from the upper leaf axils, mid spring to early summer. Aniseed scent.","Flowers","Funnelform / campanulate, white with lacerated petal edges, faintly perfumed, hanging in pendulous clusters (racemes) from the upper leaf axils, mid spring to early summer. Aniseed scent."
"Treemovals","Elaeocarpus reticulatus ","Fruit","A rounded berry (10mm in diameter) dark blue, in a loose cluster (raceme) of 6 - 8 berries, persisting most of the year.","Fruit","A rounded berry (10mm in diameter) dark blue, in a loose cluster (raceme) of 6 - 8 berries, persisting most of the year."
"Treemovals","Elaeocarpus reticulatus ","Bark / Trunk","Smooth grey bark when young, becoming slightly wrinkled, with longitudinal fissures with age.","Bark / Trunk","Smooth grey bark when young, becoming slightly wrinkled, with longitudinal fissures with age."
"Treemovals","Elaeocarpus reticulatus ","Vigour / Longevity","Slow at first, becomes moderately vigorous once established, long lived.","Vigour / Longevity","Slow at first, becomes moderately vigorous once established, long lived."
"Treemovals","Elaeocarpus reticulatus ","Environmental Requirements","Best growth in sunny positions, grows well in dappled sun or half sun / half shade positions but the habit will be more open and fewer flowers will be produced.","Environmental Requirements","Best growth in sunny positions, grows well in dappled sun or half sun / half shade positions but the habit will be more open and fewer flowers will be produced."
"Treemovals","Elaeocarpus reticulatus ","Hardiness","Usually frost tolerant, tolerates shady moist positions, second line salt tolerant, resistant to Phytophthora cinnamomi.","Hardiness","Usually frost tolerant, tolerates shady moist positions, second line salt tolerant, resistant to Phytophthora cinnamomi."
"Treemovals","Elaeocarpus reticulatus ","Soil / Drainage","Very adaptable, prefers moist, rich sandy loam soils, high in organic matter, but grows well on sandy soils and clay soils. Can tolerate wet soils for short periods.","Soil / Drainage","Very adaptable, prefers moist, rich sandy loam soils, high in organic matter, but grows well on sandy soils and clay soils. Can tolerate wet soils for short periods."
"Treemovals","Elaeocarpus reticulatus ","Pruning","Train to a single leader if a tree is wanted, tip prune young plants to encourage dense growth if a shrubby screen plant or hedge is wanted.","Pruning","Train to a single leader if a tree is wanted, tip prune young plants to encourage dense growth if a shrubby screen plant or hedge is wanted."
"Treemovals","Elaeocarpus reticulatus ","Watering","Water during dry weather.","Watering","Water during dry weather."
"Treemovals","Elaeocarpus reticulatus ","Fertilising","Apply blood and bone or native plant fertilisers after flowering till established. Maintain a thick organic mulch for best results.","Fertilising","Apply blood and bone or native plant fertilisers after flowering till established. Maintain a thick organic mulch for best results."
"Treemovals","Elaeocarpus reticulatus ","Pests / Diseases","Not common but thrips can be a problem in very dry conditions.","Pests / Diseases","Not common but thrips can be a problem in very dry conditions."
"Treemovals","Elaeocarpus reticulatus ","Uses","Attracts insect eating and seed eating birds, small shade tree, street tree, screen, hedge, topiary, flower colour contrast plants, tubs when young, bonsai, native gardens, topiary and indoor plant.","Uses","Attracts insect eating and seed eating birds, small shade tree, street tree, screen, hedge, topiary, flower colour contrast plants, tubs when young, bonsai, native gardens, topiary and indoor plant."
"Treemovals","Fagus sylvatica","common_name","English Beech, European Beech","common_name","English Beech, European Beech"
"Treemovals","Fagus sylvatica","Family","Fagaceae","Family","Fagaceae"
"Treemovals","Fagus sylvatica","Origins","Europe and South West Asia","Origins","Europe and South West Asia"
"Treemovals","Fagus sylvatica","Habit/ Form","Usually a straight trunked tree with a broad conical crown","Habit/ Form","Usually a straight trunked tree with a broad conical crown"
"Treemovals","Fagus sylvatica","Leaves","Alternate, broad ovate with prominent veins, 80 - 100mm x 50 - 70mm, often with an uneven leaf base, margin variably sinuate and undulate, bright green aging to dark green, turning copper gold in late autumn and persisting on the tree till spring in all but the coldest climates.","Leaves","Alternate, broad ovate with prominent veins, 80 - 100mm x 50 - 70mm, often with an uneven leaf base, margin variably sinuate and undulate, bright green aging to dark green, turning copper gold in late autumn and persisting on the tree till spring in all but the coldest climates."
"Treemovals","Fagus sylvatica","Flowers","Small, green, apetalous (without petals) separate male staminate and female (pistillate) flowers (monoecious) in small drooping heads in early spring with or just before the new growth.","Flowers","Small, green, apetalous (without petals) separate male staminate and female (pistillate) flowers (monoecious) in small drooping heads in early spring with or just before the new growth."
"Treemovals","Fagus sylvatica","Fruit","An ovoid three sided, edible brown nut enclosed in a prickly bract (involucre) ripening in autumn.","Fruit","An ovoid three sided, edible brown nut enclosed in a prickly bract (involucre) ripening in autumn."
"Treemovals","Fagus sylvatica","Bark / Trunk","Branchlets zigzag at the nodes, young growth smooth coppery green aging to smooth grey. Distinct pointed winter buds, 25 - 35mm long, shiny brown.","Bark / Trunk","Branchlets zigzag at the nodes, young growth smooth coppery green aging to smooth grey. Distinct pointed winter buds, 25 - 35mm long, shiny brown."
"Treemovals","Fagus sylvatica","Vigour / Longevity","Slow growing, long lived.","Vigour / Longevity","Slow growing, long lived."
"Treemovals","Fagus sylvatica","Environmental Requirements","Sunny positions with wind protection in cool climates.","Environmental Requirements","Sunny positions with wind protection in cool climates."
"Treemovals","Fagus sylvatica","Hardiness","Tolerates limey soils well, not drought tolerant or wind tolerant","Hardiness","Tolerates limey soils well, not drought tolerant or wind tolerant"
"Treemovals","Fagus sylvatica","Soil / Drainage","Needs deep, fertile, moist, well drained soils. This tree is shallow rooted, be careful when cultivating around it, a difficult tree to grow other plants under.","Soil / Drainage","Needs deep, fertile, moist, well drained soils. This tree is shallow rooted, be careful when cultivating around it, a difficult tree to grow other plants under."
"Treemovals","Fagus sylvatica","Pruning","Train to a single leader, will tolerate heavy pruning. Traditionally used in hedging and pleaching.","Pruning","Train to a single leader, will tolerate heavy pruning. Traditionally used in hedging and pleaching."
"Treemovals","Fagus sylvatica","Watering","Must be kept moist in summer","Watering","Must be kept moist in summer"
"Treemovals","Fagus sylvatica","Fertilising","Apply a complete fertiliser in late winter till established.","Fertilising","Apply a complete fertiliser in late winter till established."
"Treemovals","Fagus sylvatica","Pests / Diseases","Leaf burn from salty soils and windy or dry situations, root rot in poorly drained soils.","Pests / Diseases","Leaf burn from salty soils and windy or dry situations, root rot in poorly drained soils."
"Treemovals","Fagus sylvatica","Uses","Shade tree, street tree, avenue tree, autumn colour contrast tree, hedge plant, tapestry hedge plant, pleached borders and avenues.","Uses","Shade tree, street tree, avenue tree, autumn colour contrast tree, hedge plant, tapestry hedge plant, pleached borders and avenues."
"Treemovals","Ficus macrophylla ","common_name","Moreton Bay Fig","common_name","Moreton Bay Fig"
"Treemovals","Ficus macrophylla ","Family","Moraceae","Family","Moraceae"
"Treemovals","Ficus macrophylla ","Origins","Eastern Australia","Origins","Eastern Australia"
"Treemovals","Ficus macrophylla ","Habit/ Form","A broad domed tree with a massive buttressed trunk, and aerial roots from the lower branches.","Habit/ Form","A broad domed tree with a massive buttressed trunk, and aerial roots from the lower branches."
"Treemovals","Ficus macrophylla ","Leaves","Alternate, ovate / elliptic, with a short broad drip tip, 150 - 250mm x 60 - 100mm, shiny dark green, pale green and rusty brown tomentose underneath.","Leaves","Alternate, ovate / elliptic, with a short broad drip tip, 150 - 250mm x 60 - 100mm, shiny dark green, pale green and rusty brown tomentose underneath."
"Treemovals","Ficus macrophylla ","Flowers","An invaginated inflorescence -flowers are held on the inside wall of the fig. In spring, summer and autumn.","Flowers","An invaginated inflorescence -flowers are held on the inside wall of the fig. In spring, summer and autumn."
"Treemovals","Ficus macrophylla ","Fruit","An oval or rounded fig, 25mm across, (a fig is an invaginated inflorescence -flowers are held on the inside wall of the fig) green ripening to reddish purple with yellow or red spots, the interior pulp is brown. In spring, summer and autumn.","Fruit","An oval or rounded fig, 25mm across, (a fig is an invaginated inflorescence -flowers are held on the inside wall of the fig) green ripening to reddish purple with yellow or red spots, the interior pulp is brown. In spring, summer and autumn."
"Treemovals","Ficus macrophylla ","Bark / Trunk","Smooth or rough grey bark on a massive buttressed trunk, with aerial roots from the lower branches.","Bark / Trunk","Smooth or rough grey bark on a massive buttressed trunk, with aerial roots from the lower branches."
"Treemovals","Ficus macrophylla ","Vigour / Longevity","Moderate to vigorous, long lived","Vigour / Longevity","Moderate to vigorous, long lived"
"Treemovals","Ficus macrophylla ","Environmental Requirements","Best growth in warm, sunny positions including west, will tolerate lightly shaded positions and bright light indoors.","Environmental Requirements","Best growth in warm, sunny positions including west, will tolerate lightly shaded positions and bright light indoors."
"Treemovals","Ficus macrophylla ","Hardiness","Frost tender, second line salt tolerant and saline soil tolerant.","Hardiness","Frost tender, second line salt tolerant and saline soil tolerant."
"Treemovals","Ficus macrophylla ","Soil / Drainage","Tolerates any well drained soil with reliable moisture, prefers a soil high in organic matter. Use a standard potting mix for potted indoor specimens.","Soil / Drainage","Tolerates any well drained soil with reliable moisture, prefers a soil high in organic matter. Use a standard potting mix for potted indoor specimens."
"Treemovals","Ficus macrophylla ","Pruning","Train to a single leader. Plant where there is enough space for this tree to develop to its mature size so it does not have to be pruned to contain its size.","Pruning","Train to a single leader. Plant where there is enough space for this tree to develop to its mature size so it does not have to be pruned to contain its size."
"Treemovals","Ficus macrophylla ","Watering","This tree is too large for long term artificial irrigation, only choose a naturally moist site.","Watering","This tree is too large for long term artificial irrigation, only choose a naturally moist site."
"Treemovals","Ficus macrophylla ","Fertilising","Apply complete fertilisers in spring till established.","Fertilising","Apply complete fertilisers in spring till established."
"Treemovals","Ficus macrophylla ","Pests / Diseases","Chewing Gum Psyllid, a scale insect that feeds on the undersides of the leaves, the resultant bleeding sap becomes sticky like chewing gum.","Pests / Diseases","Chewing Gum Psyllid, a scale insect that feeds on the undersides of the leaves, the resultant bleeding sap becomes sticky like chewing gum."
"Treemovals","Ficus macrophylla ","Uses","Attracts seed eating birds and bats. Too large for most uses, mainly seen in large parks as a shade or specimen tree, bonsai. o not plant near drains this tree has a vigorous root system.","Uses","Attracts seed eating birds and bats. Too large for most uses, mainly seen in large parks as a shade or specimen tree, bonsai. o not plant near drains this tree has a vigorous root system."
"Treemovals","Ficus microcarpa var hilli ","common_name","Hill's Weeping Fig, Hill's Weeping Fig-tree","common_name","Hill's Weeping Fig, Hill's Weeping Fig-tree"
"Treemovals","Ficus microcarpa var hilli ","Family","Moraceae","Family","Moraceae"
"Treemovals","Ficus microcarpa var hilli ","Origins","Rainforests of coastal Queensland","Origins","Rainforests of coastal Queensland"
"Treemovals","Ficus microcarpa var hilli ","Habit/ Form","A single or multiple trunked tree, with a low broad domed canopy.","Habit/ Form","A single or multiple trunked tree, with a low broad domed canopy."
"Treemovals","Ficus microcarpa var hilli ","Leaves","Alternate, narrow elliptic to ovate / oblong, 80 - 120mm x 30 - 40mm, with a short rounded drip tip, shiny dark green.","Leaves","Alternate, narrow elliptic to ovate / oblong, 80 - 120mm x 30 - 40mm, with a short rounded drip tip, shiny dark green."
"Treemovals","Ficus microcarpa var hilli ","Flowers","An invaginated inflorescence -flowers are held on the inside wall of the fig. In spring, summer and autumn.","Flowers","An invaginated inflorescence -flowers are held on the inside wall of the fig. In spring, summer and autumn."
"Treemovals","Ficus microcarpa var hilli ","Fruit","An obovoid fig, 7 - 10mm across with a flattened apex, (a fig is an invaginated inflorescence - flowers are held on the inside wall of the fig) green aging to salmon pink with green spots in autumn.","Fruit","An obovoid fig, 7 - 10mm across with a flattened apex, (a fig is an invaginated inflorescence - flowers are held on the inside wall of the fig) green aging to salmon pink with green spots in autumn."
"Treemovals","Ficus microcarpa var hilli ","Bark / Trunk","The bark is smooth grey, and the trunk eventually forms buttress roots and aerial roots from the lower branches in humid environments.","Bark / Trunk","The bark is smooth grey, and the trunk eventually forms buttress roots and aerial roots from the lower branches in humid environments."
"Treemovals","Ficus microcarpa var hilli ","Vigour / Longevity","Vigorous, long lived","Vigour / Longevity","Vigorous, long lived"
"Treemovals","Ficus microcarpa var hilli ","Environmental Requirements","Best growth in full sun, will tolerate lightly shaded positions and bright light indoors.","Environmental Requirements","Best growth in full sun, will tolerate lightly shaded positions and bright light indoors."
"Treemovals","Ficus microcarpa var hilli ","Hardiness","Tolerates mildest frosts only, moderately wind tolerant, second line salt tolerant but may show some leaf damage and pollution tolerant.","Hardiness","Tolerates mildest frosts only, moderately wind tolerant, second line salt tolerant but may show some leaf damage and pollution tolerant."
"Treemovals","Ficus microcarpa var hilli ","Soil / Drainage","Tolerates any well drained soil with reliable moisture, prefers a soil high in organic matter. Use a standard potting mix for potted indoor specimens.","Soil / Drainage","Tolerates any well drained soil with reliable moisture, prefers a soil high in organic matter. Use a standard potting mix for potted indoor specimens."
"Treemovals","Ficus microcarpa var hilli ","Pruning","Train to a single leader, can be pruned into a large formal hedge or topiary specimen. Plant where there is enough space for this tree to develop to its mature size.","Pruning","Train to a single leader, can be pruned into a large formal hedge or topiary specimen. Plant where there is enough space for this tree to develop to its mature size."
"Treemovals","Ficus microcarpa var hilli ","Watering","This tree is too large for long term artificial irrigation, only plant on reliably moist soils. Keep container grown specimens evenly moist for best foliage colour and density.","Watering","This tree is too large for long term artificial irrigation, only plant on reliably moist soils. Keep container grown specimens evenly moist for best foliage colour and density."
