"study","species","trait_name","value"
"Ozbreed","Correa alba","Where it works","VIC, ACT, SA, WA, TAS, Southern NSW and Sydney (in good draining soils)."
"Ozbreed","Correa alba","Cultivar","Coastal Pink"
"Ozbreed","Rhaphiolepis indica","Description","Cosmic Pink Rhaphiolepis is a super tough shrub that tolerates extreme weather conditions. This medium compact shrub with a mounding habit has larger pink flowers than the common form through spring and summer. Can be used in conjunction with Cosmic White Rhaphiolepis for height and flower colour contrast. It rarely ever produces seeds."
"Ozbreed","Rhaphiolepis indica","Size","50-80cm high x 50-80cm wide."
"Ozbreed","Rhaphiolepis indica","Uses","Water efficient gardens and landscapes."
"Ozbreed","Rhaphiolepis indica","Position","Full sun to moderate shade. Tolerates frost, drought and coastal conditions. Suits sandy to well drained clay soils."
"Ozbreed","Rhaphiolepis indica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. If required prune to shape 1-2 times a year after flowering (this depends on your requirements, pruning twice a year will provide a tidier shape)."
"Ozbreed","Rhaphiolepis indica","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Rhaphiolepis indica","Cultivar","Cosmic Pink"
"Ozbreed","Rhaphiolepis indica","Description","Cosmic White Rhaphiolepis is bullet-proof  it grows just about anywhere and will tolerate most soil types. Flowers heavily in spring with spot flowering throughout the rest of the year, the flowers are bigger than the common form. Very clean foliage and very good disease resistance."
"Ozbreed","Rhaphiolepis indica","Size","1.5  2m high x 1.5m wide."
"Ozbreed","Rhaphiolepis indica","Uses","Hardy shrub for just about any location; home and commercial use."
"Ozbreed","Rhaphiolepis indica","Position","Full sun to moderate shade. Tolerates frost, drought and coastal conditions. Tolerates sandy to well drained clay soils."
"Ozbreed","Rhaphiolepis indica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. If required prune to shape every two years after flowering."
"Ozbreed","Rhaphiolepis indica","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Rhaphiolepis indica","Cultivar","Cosmic White"
"Ozbreed","Canna hybrid","Description","Cosmo Splash Canna is mid-sized, with lush true green foliage. Splashes of large pink and yellow blended flowers appear from spring to autumn. Unlike others that start off sparse and leggy, Cosmo Splash Canna is dense from early on. It has multiple stems that create an attractive plant, with a clumping habit. The Cosmo Splash plant provides a tropical backdrop, or feature for any garden."
"Ozbreed","Canna hybrid","Size","1.4m high x 1.5-2m wide."
"Ozbreed","Canna hybrid","Uses","Landscapes, gardens, feature planting, screening, large pots (40cm diameter or larger)."
"Ozbreed","Canna hybrid","Position","Full sun to part shade. Tolerates most soil, prefers rich garden soil. Heat and humidity tolerant. Moderate drought and frost tolerance. Foliage will burn in severe frost, however will re-shoot in spring if established."
"Ozbreed","Canna hybrid","Care","Water as required for 8-13 weeks until established, needs water in summer for best performance. Plant in a well mulched garden (chunky mulch is recommended). Use slow release fertiliser in spring. Prune late winter 10-20cm above the ground (30-50cm for cold climates) and re-mulch if required."
"Ozbreed","Canna hybrid","Where it works","QLD, NSW, VIC, TAS, NT, SA & WA."
"Ozbreed","Canna hybrid","Cultivar","Cosmo Splash"
"Ozbreed","Correa pulchella","Description","Crimson Tide Correa is a strong growing ground cover with clean green foliage and masses of vivid flowers. It also has a denser appearance."
"Ozbreed","Correa pulchella","Size","50cm high x 2m wide (smaller with pruning)."
"Ozbreed","Correa pulchella","Uses","Bird attracting ground cover plant for residential and commercial mass planting, or as a specimen plant in smaller gardens."
"Ozbreed","Correa pulchella","Position","Full sun to light shade. Prefers reasonably drained soil, however itis adaptable to most soil types. Tolerates drought and frost."
"Ozbreed","Correa pulchella","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Prune yearly to keep its dense growth habit, or twice a year for a manicured look. Use a native slow release fertiliser."
"Ozbreed","Correa pulchella","Where it works","VIC, ACT, SA, WA, TAS, Southern NSW and Sydney (in good draining soils)."
"Ozbreed","Correa pulchella","Cultivar","Crimson Tide"
"Ozbreed","Grevillea rosmarinifolia","Description","Crimson VilleaGrevillea is a more compact and dense form when compared to Scarlet Sprite. It has an abundance of crimson flowers in autumn, winter and early spring. Proven to be less fussy and copes well with frost down to -5C and moderate humidity."
"Ozbreed","Grevillea rosmarinifolia","Size","80cm high x 80cm wide."
"Ozbreed","Grevillea rosmarinifolia","Uses","Mass plantings, native gardens and rockeries."
"Ozbreed","Grevillea rosmarinifolia","Position","Full sun to light shade. Suits well drained soils. Tolerates frost and drought."
"Ozbreed","Grevillea rosmarinifolia","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Use slow release fertiliser annually. Prune every 2 years or annually for best performance."
"Ozbreed","Grevillea rosmarinifolia","Where it works","NSW, ACT, VIC, TAS, SA, WA & parts of South East QLD."
"Ozbreed","Grevillea rosmarinifolia","Cultivar","Crimson Villea"
"Ozbreed","Dianella tasmanica","Description","Destiny Dianella is a stand out variegated Flax Lily perfect for mass plantings, accent gardens and patio pots. It is a very compact form, relatively drought tolerant and very frost tolerant."
"Ozbreed","Dianella tasmanica","Size","35cm high x 35cm wide."
"Ozbreed","Dianella tasmanica","Uses","Mass plantings, accent gardens, pot plantings."
"Ozbreed","Dianella tasmanica","Position","Full sun to moderate shade. Tolerates drought and frost. Tolerates well drained soils to clay soils. Avoid very poor soils."
"Ozbreed","Dianella tasmanica","Care","Water as required for 8-13 weeks until established then water as required. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil or mulch level. Use slow release fertiliser in spring. Remove dead leaves as required or cut back every 1-3 years (will look better with pruning every year, this depends on your requirements)."
"Ozbreed","Dianella tasmanica","Where it works","ACT, VIC, TAS, SA, WA & Southern NSW (not suited Sydney and north)."
"Ozbreed","Dianella tasmanica","Cultivar","Destiny"
"Ozbreed","Gazania hybrid","Description","Double Gold Gazania is a fast establishing spreading ground cover with clean foliage and beautiful yellow flowers that appear for most of the year. It has twice the amount of flowers than other Gazanias and is sterile, so it wont even cross with other Gazanias nearby. Requires little care once established and excellent at outcompeting weeds."
"Ozbreed","Gazania hybrid","Size","Approx 20cm high x 60cm wide."
"Ozbreed","Gazania hybrid","Uses","Mass planting, rockeries and roadsides."
"Ozbreed","Gazania hybrid","Position","Full sun. Tolerates frost and drought. Tolerates free draining to heavy clay soils."
"Ozbreed","Gazania hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Trim if required after flowering."
"Ozbreed","Gazania hybrid","Where it works","NSW, VIC, TAS, SA, WA & QLD (not suited to northern QLD)"
"Ozbreed","Gazania hybrid","Cultivar","Double Gold"
"Ozbreed","Grevillea laurifolia","Description","Down Under Grevilleais a low growing, fast spreading ground cover. It outcompetes weeds well. This ground cover Grevillea is drought tolerant."
"Ozbreed","Grevillea laurifolia","Size","20-35cm high x 3m wide."
"Ozbreed","Grevillea laurifolia","Uses","Ground cover, mass planting, embankments and slopes."
"Ozbreed","Grevillea laurifolia","Position","Full sun to partshade. Tolerates drought.Works in well drained soils, prefers slopes or raised gardens if heavy poor draining soils."
"Ozbreed","Grevillea laurifolia","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Usenative or slow release fertiliser sparingly. Prune edges as required, and prune the top back every 3 to 4 years."
"Ozbreed","Grevillea laurifolia","Where it works","South QLD, NSW, VIC, ACT, TAS, SA & WA."
"Ozbreed","Grevillea laurifolia","Cultivar","Down Under"
"Ozbreed","Viburnum odoratissimum","Description","The Dense Fence plant is a Sweet Viburnum, as it is commonly known, and is highly suited for a privacy screen. Finer leaves, higher density, shorter inter-nodes and reddish new growth is what sets Dense Fence Viburnum apart from the common form."
"Ozbreed","Viburnum odoratissimum","Size","2.5 m high x 2 m wide. (Can reach up to 3.5m in height if left unpruned)"
"Ozbreed","Viburnum odoratissimum","Uses","Screen, hedge, small feature tree, patio pot plant."
"Ozbreed","Viburnum odoratissimum","Position","Its tolerant of most soil types and conditions, however, prefers a sunny to partly shaded position with well-drained soil. Tolerates moderate to heavy cold, however Dense Fence Viburnum has coped better with -6 Celsius compared to the common form in tests, probably due to its finer leaf. It will also tolerate light frost once established."
"Ozbreed","Viburnum odoratissimum","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Use slow release fertiliser in spring. Prune as required."
"Ozbreed","Viburnum odoratissimum","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Viburnum odoratissimum","Cultivar","Dense Fence"
"Ozbreed","Dianella tasmanica","Description","This Flax Lily has broad arching leaves and blue  yellow flowers from September to November. It creates a tropical feel whilst being extremely cold hardy. Emerald Arch Dianella has low water requirements and is better suited to cool or temperate climates."
"Ozbreed","Dianella tasmanica","Size","55cm high x 50cm wide."
"Ozbreed","Dianella tasmanica","Uses","Mass plantings, specimen plantings and low water gardens."
"Ozbreed","Dianella tasmanica","Position","Full sun to heavy shade. Tolerates drought and frost. Emerald Arch Dianella suits well drained soils to clay soils. Avoid very poor soils. For Sydney and north, light shade to heavy shade only (can use in full sun if near the coast)."
"Ozbreed","Dianella tasmanica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil. Use slow release fertiliser in spring. Trim older leaves as required and cut back halfway every 3-7 years (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella tasmanica","Where it works","NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Dianella tasmanica","Cultivar","Emerald Arch"
"Ozbreed","Poa labillardieri","Description","More drought tolerant, Eskdale is longer lived with fine blue leaves. It is the largest Poa which makes it great at outcompeting weeds and it looks better for longer than the common form."
"Ozbreed","Poa labillardieri","Size","60cm high x 50cm wide."
"Ozbreed","Poa labillardieri","Uses","Mass plantings, gardens, rockeries and slopes."
"Ozbreed","Poa labillardieri","Position","Full sun to part shade. Eskdale suits a wide variety of soils. Tolerates frost and drought."
"Ozbreed","Poa labillardieri","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Use slow release fertiliser in spring and/or autumn. Trim back annually to 15cm above the ground in autumn or late winter."
"Ozbreed","Poa labillardieri","Where it works","NSW, ACT, VIC, TAS, SA, WA & QLD (only for non humid regions like Toowoomba with some shade)"
"Ozbreed","Poa labillardieri","Cultivar","ESKDALE"
"Ozbreed","Lomandra confertifolia","Description","Aform that handles drought and wet feet has been highly sought after. Tanika Lomandra proves how popular a fine leaf, tough, evergreen strappy leaf plant can be. However, in some situations a tough smaller plant is needed, and finally a Lomandra longifolia based plant hasthe answer. Along with these benefits, Evergreen Baby Lomandra gets lots of golden flowers in spring and is sterile.This fine leafed, compact and evergreen plant is abouthalf the size of the popular Tanika Lomandra. (See notes section below for more information)"
"Ozbreed","Lomandra confertifolia","Size","40-45 cm high x 45 cm wide."
"Ozbreed","Lomandra confertifolia","Uses","Mass planting, feature plant, borders."
"Ozbreed","Lomandra confertifolia","Position","Full sun to part shade. Tolerates frost, drought and periodic wet feet. Evergreen Baby Lomandra works in sandy loam to heavy clay soil types."
"Ozbreed","Lomandra confertifolia","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil or mulch level. If required use slow release fertiliser in spring. Every 3-5 years cut back 15cm above the ground if required (will look better with pruning every 3 years, this depends on your requirements). Occassional watering may be required in dry periods."
"Ozbreed","Lomandra confertifolia","Where it works","QLD (does not work in northern QLD), NSW, ACT, VIC, SA & WA."
"Ozbreed","Lomandra confertifolia","Cultivar","Evergreen Baby"
"Ozbreed","Anigozanthos hybrid","Description","Everlasting Amber Anigozanthos is a compact, longer lived Kangaroo Paw that gets far less black spot in comparison to short lived Kangaroo Paws. It flowers all year round, except in colder climates where it wont flower in the winter months. Tolerant of frost and drought."
"Ozbreed","Anigozanthos hybrid","Size","45cm high x 35cm wide. Its flowers reach 70cm high."
"Ozbreed","Anigozanthos hybrid","Uses","Perfect for gardens, borders, mass plantings and pots. The flowers also look great when used in cut flower arrangements."
"Ozbreed","Anigozanthos hybrid","Position","Full sun open position. Tolerates frost and drought.Works in well drained soils or raised garden beds. It will work in heavy soils if you avoid regular wet feet."
"Ozbreed","Anigozanthos hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Use slow release fertiliser annually. Remove older flower stems as required and cut back untidy foliage every 1-2 years."
"Ozbreed","Anigozanthos hybrid","Where it works","NSW, ACT, VIC, TAS, SA, WA & QLD (in northern QLD it is shorter lived, approx. 2-3 years; south it is longer term)."
"Ozbreed","Anigozanthos hybrid","Cultivar","Everlasting Amber"
"Ozbreed","Anigozanthos hybrid","Description","Everlasting Gold Anigozanthos is a semi-compact, longer lived Kangaroo Paw that gets far less black spot in comparison to short lived Kangaroo Paws. It flowers all year round, except in colder climates where it wont flower in the winter months. Tolerant of frost and drought."
"Ozbreed","Anigozanthos hybrid","Size","30-40cm high x 30-40cm wide. Its flowers reach 70-80cm high."
"Ozbreed","Anigozanthos hybrid","Uses","Perfect for gardens, borders, mass plantings and pots. The flowers also look great when used in cut flower arrangements."
"Ozbreed","Anigozanthos hybrid","Position","Full sun open position. Tolerates frost and drought.Works in well drained soils or raised garden beds. It will work in heavy soils if you avoid regular wet feet."
"Ozbreed","Anigozanthos hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Use slow release fertiliser annually. Remove older flower stems as required and cut back untidy foliage every 1-2 years."
"Ozbreed","Anigozanthos hybrid","Where it works","NSW, ACT, VIC, TAS, SA, WA & QLD (in northern QLD it is shorter lived, approx. 2-3 years; south it is longer term)."
"Ozbreed","Anigozanthos hybrid","Cultivar","Everlasting Gold"
"Ozbreed","Anigozanthos hybrid","Description","Everlasting Mega Gold Anigozanthos is a mid-sized, longer lived Kangaroo Paw that gets far less black spot in comparison to short lived Kangaroo Paws. It has large gold flowers all year round, except in colder climates where it wont flower in the winter months. Tolerant of frost and drought."
"Ozbreed","Anigozanthos hybrid","Size","45-55cm high x 45-55cm wide. Its flowers reach 90cm-1m high."
"Ozbreed","Anigozanthos hybrid","Uses","Perfect for gardens, borders, mass plantings and pots. The flowers also look great when used in cut flower arrangements."
"Ozbreed","Anigozanthos hybrid","Position","Full sun open position. Tolerates frost and drought.Works in well drained soils or raised garden beds. It will work in heavy soils if you avoid regular wet feet."
"Ozbreed","Anigozanthos hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Use slow release fertiliser annually. Remove older flower stems as required and cut back untidy foliage every 1-2 years."
"Ozbreed","Anigozanthos hybrid","Where it works","NSW, ACT, VIC, TAS, SA, WA & QLD (in northern QLD it is shorter lived, approx. 2-3 years; south it is longer term)."
"Ozbreed","Anigozanthos hybrid","Cultivar","Everlasting Mega Gold"
"Ozbreed","Anigozanthos hybrid","Description","Everlasting Red Anigozanthos is a compact, longer lived Kangaroo Paw that gets far less black spot in comparison to short lived Kangaroo Paws. It flowers all year round, except in colder climates where it wont flower in the winter months. Tolerant of frost and drought."
"Ozbreed","Anigozanthos hybrid","Size","45cm high x 35cm wide. Its flowers reach 70cm high."
"Ozbreed","Anigozanthos hybrid","Uses","Perfect for gardens, borders, mass plantings and pots. The flowers also look great when used in cut flower arrangements."
"Ozbreed","Anigozanthos hybrid","Position","Full sun open position. Tolerates frost and drought.Works in well drained soils or raised garden beds. It will work in heavy soils if you avoid regular wet feet."
"Ozbreed","Anigozanthos hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Use slow release fertiliser annually. Remove older flower stems as required and cut back untidy foliage every 1-2 years."
"Ozbreed","Anigozanthos hybrid","Where it works","NSW, ACT, VIC, TAS, SA, WA & QLD (in northern QLD it is shorter lived, approx. 2-3 years; south it is longer term)."
"Ozbreed","Anigozanthos hybrid","Cultivar","Everlasting Red"
"Ozbreed","Baloskion tetraphyllum","Description","Feather Top Baloskion is a real feature in any modern landscape, its much more compact than the common form. It performs well in moist, wet boggy sites, water courses or shallow areas of ponds. Can work in relatively dry areas if irrigated, also if shaded. This plant wont seed, self sow or become weedy because it is dioecious. Gets very few pests and diseases."
"Ozbreed","Baloskion tetraphyllum","Size","50-75cm high x 45cm wide."
"Ozbreed","Baloskion tetraphyllum","Uses","Moist, wet or boggy and shady sites, pots and as a feature."
"Ozbreed","Baloskion tetraphyllum","Position","Full sun and moderate to heavy shade (will need shade if a dry area and water if in full sun). Tolerates humidity and moderate frost. Feather Top Baloskion suits heavy clay to sandy soil types. It handles occasional inundation, but cannot sit in more than a few cm of water permanently (it handles a little bit more inundation than Juncus)."
"Ozbreed","Baloskion tetraphyllum","Care","Prefers to be moist; can tolerate dry if irrigated. Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Use slow release fertiliser in spring if required. Cut back halfway every 3-5 years (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Baloskion tetraphyllum","Where it works","QLD, NSW, VIC, TAS, SA & WA"
"Ozbreed","Baloskion tetraphyllum","Cultivar","Feather Top"
"Ozbreed","Dietes bicolor","Description","Dietes bicolor are one of the toughest landscape plants available in Australia. The fact that they can regenerate from seed is the only reason their popularity has reduced. Fine Divine Dietes solves this problem by providing an exotic plant species with lower pollen production, which means it rarely, if ever, seeds."
"Ozbreed","Dietes bicolor","Size","60-70cm high x 60-70cm wide."
"Ozbreed","Dietes bicolor","Uses","Residential and commercial landscapes."
"Ozbreed","Dietes bicolor","Position","Full sun to partshade. Tolerates drought, humidity and frost. Fine Divine Dietestolerates most soil types."
"Ozbreed","Dietes bicolor","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Cut back every 6 to 8 years."
"Ozbreed","Dietes bicolor","Where it works","South QLD, NSW, ACT, VIC, SA & WA."
"Ozbreed","Dietes bicolor","Cultivar","Fine Divine"
"Ozbreed","Correa pulchella","Description","Fire Bells Correa is a compact ground cover with intense orange/red flowers. It needs very little pruning to stay compact, making it perfect for containers and small gardens. The Fire Bells plant has low water requirements once established."
"Ozbreed","Correa pulchella","Size","25cm high x 80cm wide (smaller with pruning)."
"Ozbreed","Correa pulchella","Uses","For bird attracting gardens, dense ground cover for small gardens, or containers for patios."
"Ozbreed","Correa pulchella","Position","Full sun to light shade. Prefers reasonably drained soil, however itis adaptable to most soil types. Tolerates drought and frost."
"Ozbreed","Correa pulchella","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Prune once a year to maintain semi-compact habit or twice per year for a manicured appearance. Fertilise with a slow release native fertiliser."
"Ozbreed","Correa pulchella","Where it works","VIC, ACT, SA, WA, TAS, Southern NSW and Sydney (in good draining soils)."
"Ozbreed","Correa pulchella","Cultivar","Fire Bells"
"Ozbreed","Phormium tenax","Description","Flamin Phormium is a semi compact mid sized Phormium with foliage that literally glows in the sun with red, orange and bronze tones. Flamin Phormium is simply stunning and it handles the heat of Sydney and Central NSW much better than most Phormiums. Its low maintenance once established and moderately drought tolerant."
"Ozbreed","Phormium tenax","Size","80  90cm high x 80  90cm wide."
"Ozbreed","Phormium tenax","Uses","Roadsides, mass plantings, feature plantings and gardens."
"Ozbreed","Phormium tenax","Position","Full sun to partly shaded positions. Tolerates heavy frost and moderate drought. Flamin Phormium suits a wide variety of soils but prefers free draining soil (especially in more humid climates like Sydney)."
"Ozbreed","Phormium tenax","Care","Water as required for 8-13 weeks until established, then water as required. Avoid planting in summer for humid climates like Sydney, plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. Use slow release fertiliser in spring if required. Remove older leaves as required and cut back halfway every 4-5 years (will look better with pruning every 4 years, this depends on your requirements)."
"Ozbreed","Phormium tenax","Where it works","VIC, TAS, SA, WA, ACT & NSW (not suited to north of the Central Coast and QLD)"
"Ozbreed","Phormium tenax","Cultivar","Flamin"
"Ozbreed","Grevillea","Description","FlatAz Grevilleais a low growing and moderate to fast spreading native ground cover. It has displays of remarkable long red flowers with yellow tones in winter and spring. This Australian native is drought tolerant."
"Ozbreed","Grevillea","Size","20-35cm high x 2-3m wide."
"Ozbreed","Grevillea","Uses","Ground cover, mass planting and embankments."
"Ozbreed","Grevillea","Position","Full sun to partshade. Tolerates drought.Works in well drained soils, prefers slopes or raised gardens if heavy poor draining soils."
"Ozbreed","Grevillea","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Usenative or slow release fertiliser sparingly. Prune edges as required, and prune the top back every 3 to 4 years."
"Ozbreed","Grevillea","Where it works","QLD, NSW, VIC, ACT, TAS, SA & WA."
"Ozbreed","Grevillea","Cultivar","FlatAz"
"Ozbreed","Trachelospermum asiaticum","Description","Flat Mat Trachelospermum is lower growing, and forms a ground cover more quickly compared to the common form. It makes a flatter climber when supported on trellises etc. It requires less pruning to form a flatter ground cover."
"Ozbreed","Trachelospermum asiaticum","Size","30-40cm high x 3-4m wide."
"Ozbreed","Trachelospermum asiaticum","Uses","It is excellent as a ground cover, border, a container plant, for covering fences, walls, pergolas, and can be trained to arches, trellises, etc."
"Ozbreed","Trachelospermum asiaticum","Position","Full sun to part shade. Tolerates drought and cold. The Flat Mat plant suits most soil types."
"Ozbreed","Trachelospermum asiaticum","Care","Water as required for 8-13 weeks until established and keep moist in dry weather. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Prune after flowering."
"Ozbreed","Trachelospermum asiaticum","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Trachelospermum asiaticum","Cultivar","Flat Mat"
"Ozbreed","Nandina domestica","Description","Flirt Nandina was bred from Harbour Dwarf and retains its low growing, spreading characteristics, but with the added bonus of masses of red new growth. When other Nandinas are red in winter, Flirt Nandina is green, but when other Nandinas are green in spring, autumn and summer, Flirt Nandina is red. Research has shown it will not spread from seed, making it a safer choice around bushland."
"Ozbreed","Nandina domestica","Size","30  40cm high x 40  50cm wide."
"Ozbreed","Nandina domestica","Uses","Ground cover, low hedge or feature."
"Ozbreed","Nandina domestica","Position","Full sun to moderate shade. Tolerates drought and cold. Tolerates free draining to heavy clay soils."
"Ozbreed","Nandina domestica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. If required prune every 3-4 years."
"Ozbreed","Nandina domestica","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Nandina domestica","Cultivar","Flirt"
"Ozbreed","Callistemon viminalis","Description","It produces masses of red bottle brush flowers in springwhere just about the entire plant is covered in flowers, with more flower buds ready to open. The flowering nature of Flora Burst Callistemon is areal feature and flowers will often appear in autumn as it repeat flowers in certain regions of Australia."
"Ozbreed","Callistemon viminalis","Size","2m high x 1.5m wide."
"Ozbreed","Callistemon viminalis","Uses","Hedges, mass plantings and feature plantings."
"Ozbreed","Callistemon viminalis","Position","Full sun to light shade.Works in most soil types."
"Ozbreed","Callistemon viminalis","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. responds very well to pruning at different times of the year. Pruning is beneficial as it will encourage dense, bushy growth."
"Ozbreed","Callistemon viminalis","Where it works","NSW, ACT, VIC, TAS, SA, WA, QLD & NT."
"Ozbreed","Callistemon viminalis","Cultivar","Flora Burst"
"Ozbreed","Casuarina glauca prostrate","Description","Free Fall Casuarina is a long lived, low maintenance retaining wall cover plant. It will hide retaining walls up to 5m tall with green cascading foliage for decades. It is also ideal as a tough ground cover plant for slopes and over rocks. Free Fall Casuarina has a large spread, providing a low cost alternative perfect for erosion control."
"Ozbreed","Casuarina glauca prostrate","Size","30-60cm high x 3-6m wide."
"Ozbreed","Casuarina glauca prostrate","Uses","Cover for retaining walls, ground cover, roadsides and erosion control."
"Ozbreed","Casuarina glauca prostrate","Position","Full sun to part shade. Suits sandy to clay soils. Tolerates cold and drought."
"Ozbreed","Casuarina glauca prostrate","Care","Water as required for 8-13 weeks until established. If required use slow release fertiliser in spring. Prune to tidy if ever required."
"Ozbreed","Casuarina glauca prostrate","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Casuarina glauca prostrate","Cultivar","Free Fall"
"Ozbreed","Lomandra multiflora","Description","Frilly Lace Lomandra is one of the best flowering Lomandras around with its large, intricate yellow flowers. This is a spring flowering plant, producing masses of perfumed lacy flowers amongst its strappy green foliage."
"Ozbreed","Lomandra multiflora","Size","45cm high x 45cm wide."
"Ozbreed","Lomandra multiflora","Uses","Specimen/group plantings. A great feature plant in containers, pots andgarden beds with evergreen foliage on display throughout the year."
"Ozbreed","Lomandra multiflora","Position","Frilly Lace Lomandra is frost and drought tolerant, preferring free draining soils. Tolerates full sun to moderate shade."
"Ozbreed","Lomandra multiflora","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended, but can tolerate mulches with fines). Use slow release fertiliser in spring if required. Lomandras like this generally dont need much care once established. Simply prune every 3-5 years and remove old flower stems as required."
"Ozbreed","Lomandra multiflora","Where it works","NSW, ACT, VIC, SA, WA & TAS."
"Ozbreed","Lomandra multiflora","Cultivar","Frilly Lace"
"Ozbreed","Lepidosperma gladiatum","Description","Gladiator Lepidosperma has a robust, yet tidy form and is roughly half the height of common Lepidosperma. Tolerant of drought, frost, salt spray, full sun and part shade to name a few. Gladiator Lepidosperma has fine, slightly arching leaves that are deep green, which is complimented by its unique flower heads that start off yellow in late spring, then mature to dark brown to complete the Gladiator look."
"Ozbreed","Lepidosperma gladiatum","Size","50-75cm high x 50-75cm wide."
"Ozbreed","Lepidosperma gladiatum","Uses","Mass planting, roadsides, specimen planting, pots, revegetation, coastal landscapes, erosion control."
"Ozbreed","Lepidosperma gladiatum","Position","Toleratesdrought, frost and salt. Full sun to part shade. Works in sandy to clay-loam soils, although it prefers well drained soil. Avoid wet feet and heavy clay."
"Ozbreed","Lepidosperma gladiatum","Care","Water as required for 813 weeks until established. Plant in a well mulched garden (chunky mulch is recommended), ensure crown or base of plant is not below soil or mulch level. If required use slow release fertiliser in spring. Cut back to 30cm above the ground, or half the height if required after 37 years."
"Ozbreed","Lepidosperma gladiatum","Where it works","Southern NSW, VIC, SA, WA, TAS."
"Ozbreed","Lepidosperma gladiatum","Cultivar","Gladiator"
"Ozbreed","Grevillea juniperina","Description","Gold Cluster Grevillea has masses of spider like gold flowers in winter and spring, a great contrast to the green foliage. A lower growing and denser form, Gold Cluster Grevillea is great at out competing weeds and grows to half the height of other popular forms."
"Ozbreed","Grevillea juniperina","Size","30cm high x 80cm-1m wide."
"Ozbreed","Grevillea juniperina","Uses","Ground cover and specimen planting."
"Ozbreed","Grevillea juniperina","Position","Full sun to part shade. Suits free draining to moderately heavy soils (prefers free draining soils in Sydney), avoid soils with ph above 7. Tolerates frost and drought."
"Ozbreed","Grevillea juniperina","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Use native slow release fertiliser sparingly. Prune every 2-3 years if required."
"Ozbreed","Grevillea juniperina","Where it works","NSW (Sydney and south), ACT, VIC, TAS, SA & WA."
"Ozbreed","Grevillea juniperina","Cultivar","Gold Cluster"
"Ozbreed","Dianella caerulea","Description","Gold Mine Dianellaprovides green and gold variegated foliage all year round. It is great for borders, mass plantings and as a ground cover. Purple flowers are on display from September to November, with purple berries in spring."
"Ozbreed","Dianella caerulea","Size","45cm high x 40cm wide."
"Ozbreed","Dianella caerulea","Uses","Modern gardens, borders, mass plantings and as a ground cover."
"Ozbreed","Dianella caerulea","Position","Full sun to partshade. Tolerates frost, drought and humidity.Works in most soil types."
