"study","species","trait_name","value","trait_name_original","value_original"
"Sydney_water","Buddleia davidii","common_name","Butterfly Bush","common name","Butterfly Bush"
"Sydney_water","Buddleia davidii","description","Evergreen fast growing shrub with arching branches (3m x 2m) from China. Long pointed leaves white felted beneath. Spikes of fragrant lilac flowers with an orange mouth at the ends of branches. Useful for a screen or as background to lower growing shrubs. Attracts bees and butterflies. Sensitive to poorly drained soils. Prune to maintain shape. Many varieties available. Potential to invade bushland. Frost sensitive. Drought tolerant.","description","Evergreen fast growing shrub with arching branches (3m x 2m) from China. Long pointed leaves white felted beneath. Spikes of fragrant lilac flowers with an orange mouth at the ends of branches. Useful for a screen or as background to lower growing shrubs. Attracts bees and butterflies. Sensitive to poorly drained soils. Prune to maintain shape. Many varieties available. Potential to invade bushland. Frost sensitive. Drought tolerant."
"Sydney_water","Burchellia bubalina","Plant origin","Non indigenous (South Africa)","Plant origin","Non indigenous (South Africa)"
"Sydney_water","Burchellia bubalina","common_name","South African Pomegranite","common name","South African Pomegranite"
"Sydney_water","Burchellia bubalina","description","Evergreen shrub (2m x 2m) from South Africa. Glossy elliptical wavy edged leaves. Terminal clusters of deep scarlet swollen tubular flowers. Useful specimen for a protected position. Tolerates shade in warm areas. Drought and frost sensitive.","description","Evergreen shrub (2m x 2m) from South Africa. Glossy elliptical wavy edged leaves. Terminal clusters of deep scarlet swollen tubular flowers. Useful specimen for a protected position. Tolerates shade in warm areas. Drought and frost sensitive."
"Sydney_water","Buxus microphylla Japonica","Plant origin","Non indigenous (Japan)","Plant origin","Non indigenous (Japan)"
"Sydney_water","Buxus microphylla Japonica","common_name","Japanese Box","common name","Japanese Box"
"Sydney_water","Buxus microphylla Japonica","description","Evergreen compact dense heavily branched shrub (1.5 x 1.5) from Japan. Oblong; glossy dark green leaves. Inconspicuous flowers. Useful as a screen; accent plant; formal or informal hedge and for topiary. Tolerates severe pruning. Frost tolerant. Moderately tolerant to salinity. Moderately drought tolerant.","description","Evergreen compact dense heavily branched shrub (1.5 x 1.5) from Japan. Oblong; glossy dark green leaves. Inconspicuous flowers. Useful as a screen; accent plant; formal or informal hedge and for topiary. Tolerates severe pruning. Frost tolerant. Moderately tolerant to salinity. Moderately drought tolerant."
"Sydney_water","Buxus sempervirens Suffruticosa","Plant origin","Non indigenous (Europe and Asia)","Plant origin","Non indigenous (Europe and Asia)"
"Sydney_water","Buxus sempervirens Suffruticosa","common_name","Dwarf Edging Box","common name","Dwarf Edging Box"
"Sydney_water","Buxus sempervirens Suffruticosa","description","Evergreen tight dense small shrub (0.5m x 0.5m) from Europe and Asia. Dense mass of oval bright green leaves. Insignificant flowers. Useful for edging; close-clipped topiary and as a low hedge. May be trimmed to 0.15m. Very slow growing. Frost tolerant.","description","Evergreen tight dense small shrub (0.5m x 0.5m) from Europe and Asia. Dense mass of oval bright green leaves. Insignificant flowers. Useful for edging; close-clipped topiary and as a low hedge. May be trimmed to 0.15m. Very slow growing. Frost tolerant."
"Sydney_water","Calathea makoyana","Plant origin","Non indigenous (South America)","Plant origin","Non indigenous (South America)"
"Sydney_water","Calathea makoyana","common_name","Peacock Plant","common name","Peacock Plant"
"Sydney_water","Calathea makoyana","description","Evergreen clump forming perennial (0.6m x 0.5m) from South America. Dark and light green stemless leaves reddish purple below. Short spikes of white flowers intermittently. Useful for foliage display in a warm courtyard or balcony in filtered light. Suitable for indoors in cooler climates. Sensitive to direct sunlight. Prefers soil high in organic matter. Frost and drought sensitive.","description","Evergreen clump forming perennial (0.6m x 0.5m) from South America. Dark and light green stemless leaves reddish purple below. Short spikes of white flowers intermittently. Useful for foliage display in a warm courtyard or balcony in filtered light. Suitable for indoors in cooler climates. Sensitive to direct sunlight. Prefers soil high in organic matter. Frost and drought sensitive."
"Sydney_water","Calathea zebrina","Plant origin","Non indigenous (Brazil)","Plant origin","Non indigenous (Brazil)"
"Sydney_water","Calathea zebrina","common_name","Zebra Plant","common name","Zebra Plant"
"Sydney_water","Calathea zebrina","description","Evergreen clump forming perennial (0.9m x 0.8m) from Brazil. Large velvety deep green leaves marked by parallel stripes of yellowish green and undersides purplish red. Short dense spikes of white to dark purple flowers in spring. Leaves may turn yellowish in winter. Useful for its foliage colour and texture in a shaded courtyard or understorey in a protected position particularly for a tropical theme. Needs fertile moist well drained soil. Frost and drought sensitive.","description","Evergreen clump forming perennial (0.9m x 0.8m) from Brazil. Large velvety deep green leaves marked by parallel stripes of yellowish green and undersides purplish red. Short dense spikes of white to dark purple flowers in spring. Leaves may turn yellowish in winter. Useful for its foliage colour and texture in a shaded courtyard or understorey in a protected position particularly for a tropical theme. Needs fertile moist well drained soil. Frost and drought sensitive."
"Sydney_water","Calendula officinalis","Plant origin","Non indigenous (Mediterranean region)","Plant origin","Non indigenous (Mediterranean region)"
"Sydney_water","Calendula officinalis","common_name","English Marigold","common name","English Marigold"
"Sydney_water","Calendula officinalis","description","Evergreen, fast-growing, bushy, cool-season annual (0.5 m x 0.5 m) from the Mediterranean region. Lance-shaped, strongly-aromatic leaves. Daisy-like single or double flowers in shades of orange, yellow or cream in winter and spring. Useful for colour in borders, massed, between shrubs or in containers. Dwarf varieties available. Good companion plant for repelling insects. Prefers full sun in fertile soil. Tolerant of poor soil. Frost sensitive.","description","Evergreen, fast-growing, bushy, cool-season annual (0.5 m x 0.5 m) from the Mediterranean region. Lance-shaped, strongly-aromatic leaves. Daisy-like single or double flowers in shades of orange, yellow or cream in winter and spring. Useful for colour in borders, massed, between shrubs or in containers. Dwarf varieties available. Good companion plant for repelling insects. Prefers full sun in fertile soil. Tolerant of poor soil. Frost sensitive."
"Sydney_water","Calliandra haematocephala","Plant origin","Non indigenous (Bolivia)","Plant origin","Non indigenous (Bolivia)"
"Sydney_water","Calliandra haematocephala","common_name","Crimson Pom Pom","common name","Crimson Pom Pom"
"Sydney_water","Calliandra haematocephala","description","Evergreen shrub with a low horizontal habit (3m x 4m) from Bolivia. Dark green pinnate silky leaves with glossy copper coloured new growth. Powder-puff like flowers of dark crimson stamens. Useful specimen; hedge; pot plant; for an above ground planter or trained as a standard. Tip prune to encourage compact form and more flowers. Prefers full sun and sandy well drained soil. Frost sensitive. Drought tolerant.","description","Evergreen shrub with a low horizontal habit (3m x 4m) from Bolivia. Dark green pinnate silky leaves with glossy copper coloured new growth. Powder-puff like flowers of dark crimson stamens. Useful specimen; hedge; pot plant; for an above ground planter or trained as a standard. Tip prune to encourage compact form and more flowers. Prefers full sun and sandy well drained soil. Frost sensitive. Drought tolerant."
"Sydney_water","Callicoma serratifolia","Plant origin","Indigenous (Qld & NSW (Sydney))","Plant origin","Indigenous (Qld & NSW (Sydney))"
"Sydney_water","Callicoma serratifolia","common_name","Black Wattle","common name","Black Wattle"
"Sydney_water","Callicoma serratifolia","description","Evergreen tall shrub or small tree (6m x 3m) from Qld and NSW (including Sydney). Coarsely serrated shiny tough leaves with a whitish fine felt underside. Creamy yellow acacia-like ball shaped flowers in spring. Useful as a screen or feature in a shady position. Tolerates heavy shade. Frost sensitive when young. Prefers a well composted soil. Drought sensitive. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.","description","Evergreen tall shrub or small tree (6m x 3m) from Qld and NSW (including Sydney). Coarsely serrated shiny tough leaves with a whitish fine felt underside. Creamy yellow acacia-like ball shaped flowers in spring. Useful as a screen or feature in a shady position. Tolerates heavy shade. Frost sensitive when young. Prefers a well composted soil. Drought sensitive. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence."
"Sydney_water","Callistemon Dawson River","Plant origin","Non indigenous (Probably cultivar of C. viminalis selected in Qld)","Plant origin","Non indigenous (Probably cultivar of C. viminalis selected in Qld)"
"Sydney_water","Callistemon Dawson River","common_name","Dawson River Weeping Bottlebrush","common name","Dawson River Weeping Bottlebrush"
"Sydney_water","Callistemon Dawson River","description","Evergreen small spreading tree with pendulous habit (5m x 5m). Probably cultivar of C. viminalis selected in Qld. Narrow olive green leaves. Young leaves and stems covered with long silky hairs. Bright red to dark crimson brush-like flowers mostly in spring and autumn. Useful as a feature; small shade tree; tall hedge or windbreak. Bird and insect attracting. Tolerates periodic water-logging and salinity. Moderately drought tolerant. May defoliate in prolonged dry periods. Tolerates light to medium frosts. *Known to damage underground services, do not plant within 6 metres of any wastewater pipe.","description","Evergreen small spreading tree with pendulous habit (5m x 5m). Probably cultivar of C. viminalis selected in Qld. Narrow olive green leaves. Young leaves and stems covered with long silky hairs. Bright red to dark crimson brush-like flowers mostly in spring and autumn. Useful as a feature; small shade tree; tall hedge or windbreak. Bird and insect attracting. Tolerates periodic water-logging and salinity. Moderately drought tolerant. May defoliate in prolonged dry periods. Tolerates light to medium frosts. *Known to damage underground services, do not plant within 6 metres of any wastewater pipe."
"Sydney_water","Calocedrus decurrens","Plant origin","Non indigenous (Western North America)","Plant origin","Non indigenous (Western North America)"
"Sydney_water","Calocedrus decurrens","common_name","Californian Incense Cedar","common name","Californian Incense Cedar"
"Sydney_water","Calocedrus decurrens","description","Evergreen conical slow growing coniferous tree (18m x 2m) from the USA. Blue green leaves in dense vertical plumes turning purplish in winter. Useful specimen for cool climate gardens. Prefers deep moist fertile soil with good rainfall. Frost tolerant. Drought sensitive.","description","Evergreen conical slow growing coniferous tree (18m x 2m) from the USA. Blue green leaves in dense vertical plumes turning purplish in winter. Useful specimen for cool climate gardens. Prefers deep moist fertile soil with good rainfall. Frost tolerant. Drought sensitive."
"Sydney_water","Calodendron capense","Plant origin","Non indigenous (South Africa)","Plant origin","Non indigenous (South Africa)"
"Sydney_water","Calodendron capense","common_name","Cape Chestnut","common name","Cape Chestnut"
"Sydney_water","Calodendron capense","description","Evergreen spreading tree (10m x 6m) from South Africa. Oval greyish green leaves. Heavily laden terminal pink orchard-like flowers in summer. Useful as a shade or feature tree in large gardens. Grafted forms ensure flower. Should not be used with an understorey as it inhibits growth of other plants. Frost sensitive.","description","Evergreen spreading tree (10m x 6m) from South Africa. Oval greyish green leaves. Heavily laden terminal pink orchard-like flowers in summer. Useful as a shade or feature tree in large gardens. Grafted forms ensure flower. Should not be used with an understorey as it inhibits growth of other plants. Frost sensitive."
"Sydney_water","Calomeria amaranthoides","Plant origin","Indigenous (NSW (including Sydney Blue Mountains and coast) and Vic)","Plant origin","Indigenous (NSW (including Sydney Blue Mountains and coast) and Vic)"
"Sydney_water","Calomeria amaranthoides","common_name","Plume Bush","common name","Plume Bush"
"Sydney_water","Calomeria amaranthoides","description","Evergreen biennial or perennial with erect slightly sticky stem (2m x 2m) from NSW (including Sydney Blue Mountains and coast) and Vic. Soft stem clasping spirally arranged leaves on white woolly stems. Large aromatic plume-like pink or bronze-red flower heads in spring. Useful background plant for its floral display; positioned so that lower foliage is hidden and flowers visible. Frost and drought tolerant.","description","Evergreen biennial or perennial with erect slightly sticky stem (2m x 2m) from NSW (including Sydney Blue Mountains and coast) and Vic. Soft stem clasping spirally arranged leaves on white woolly stems. Large aromatic plume-like pink or bronze-red flower heads in spring. Useful background plant for its floral display; positioned so that lower foliage is hidden and flowers visible. Frost and drought tolerant."
"Sydney_water","Calytrix tetragona","Plant origin","Indigenous (Widespread throughout Australia except NT (including Sydney))","Plant origin","Indigenous (Widespread throughout Australia except NT (including Sydney))"
"Sydney_water","Calytrix tetragona","common_name","Fringe Myrtle","common name","Fringe Myrtle"
"Sydney_water","Calytrix tetragona","description","Evergreen variable dwarf to tall shrub (from less than 1m to 2m x 1m). Widespread throughout Autralia except NT (including Sydney). Bright green tiny crowded leaves covered in short hairs. Terminal clusters of white to pink star-like flowers followed by reddish calyces with thread-like curling awns. Useful specimen or mass planted for the interest of its flowers particularly in a bush garden. Needs well drained sandy soil. Lightly prune regularly to avoid bare wood. Frost and drought tolerant.","description","Evergreen variable dwarf to tall shrub (from less than 1m to 2m x 1m). Widespread throughout Autralia except NT (including Sydney). Bright green tiny crowded leaves covered in short hairs. Terminal clusters of white to pink star-like flowers followed by reddish calyces with thread-like curling awns. Useful specimen or mass planted for the interest of its flowers particularly in a bush garden. Needs well drained sandy soil. Lightly prune regularly to avoid bare wood. Frost and drought tolerant."
"Sydney_water","Camellia japonica","Plant origin","Non indigenous (China & Japan)","Plant origin","Non indigenous (China & Japan)"
"Sydney_water","Camellia japonica","common_name","Japonica Camellia","common name","Japonica Camellia"
"Sydney_water","Camellia japonica","description","Evergreen slow growing shrub (3m x 3m; depending on variety) from Japan and China. Dark green toothed glossy leaves. Flowers variable -single; semi-double; anemone form; peony form; rose-form; formal double and irregular double - in shades of pink; red or white. Useful as a single feature or in groups; as a screen or hedge and suitable for containers. Prefers partial shade and a humus rich acid soil. Drought sensitive. Very sensitive to salinity. Mostly frost tolerant.","description","Evergreen slow growing shrub (3m x 3m; depending on variety) from Japan and China. Dark green toothed glossy leaves. Flowers variable -single; semi-double; anemone form; peony form; rose-form; formal double and irregular double - in shades of pink; red or white. Useful as a single feature or in groups; as a screen or hedge and suitable for containers. Prefers partial shade and a humus rich acid soil. Drought sensitive. Very sensitive to salinity. Mostly frost tolerant."
"Sydney_water","Camellia reticulata","Plant origin","Non indigenous (China)","Plant origin","Non indigenous (China)"
"Sydney_water","Camellia reticulata","common_name","Camellia","common name","Camellia"
"Sydney_water","Camellia reticulata","description","Evergreen shrub with open habit (5m x 3m) from China. Often grafted onto C. sasanqua rootstock. Dark green glossy leaves. Flowers largest of the Camellia family (18cm diameter) in shades of pink to red. Useful as a screen or as a feature for its floral display. Prefers partial shade and humus rich acid soil. Tolerates full sun. Drought sensitive. Very sensitive to salinity and sensitive to wind. Tolerates light to medium frosts.","description","Evergreen shrub with open habit (5m x 3m) from China. Often grafted onto C. sasanqua rootstock. Dark green glossy leaves. Flowers largest of the Camellia family (18cm diameter) in shades of pink to red. Useful as a screen or as a feature for its floral display. Prefers partial shade and humus rich acid soil. Tolerates full sun. Drought sensitive. Very sensitive to salinity and sensitive to wind. Tolerates light to medium frosts."
"Sydney_water","Camellia sasanqua","Plant origin","Non indigenous (China & Japan)","Plant origin","Non indigenous (China & Japan)"
"Sydney_water","Camellia sasanqua","common_name","Sasanqua Camellia","common name","Sasanqua Camellia"
"Sydney_water","Camellia sasanqua","description","Evergreen shrub (1.5-4m x 2m depending on cultivar) from China and Japan. Glossy dark green leaves; smaller than C. japonica. Flowers appear from autumn and are variable (single; semi-double and double petal arrangements) in shades of pink or white with centres filled with yellow tipped stamens. Useful for a screen; formal or informal hedge; containers or in mixed borders. Wind tolerant. Prefers fertile soil. Hardiest of the Camellia family. Moderately frost and drought tolerant.","description","Evergreen shrub (1.5-4m x 2m depending on cultivar) from China and Japan. Glossy dark green leaves; smaller than C. japonica. Flowers appear from autumn and are variable (single; semi-double and double petal arrangements) in shades of pink or white with centres filled with yellow tipped stamens. Useful for a screen; formal or informal hedge; containers or in mixed borders. Wind tolerant. Prefers fertile soil. Hardiest of the Camellia family. Moderately frost and drought tolerant."
"Sydney_water","Camellia sasanqua Classique","Plant origin","Non indigenous (China & Japan)","Plant origin","Non indigenous (China & Japan)"
"Sydney_water","Camellia sasanqua Classique","common_name","Classique Camellia","common name","Classique Camellia"
"Sydney_water","Camellia sasanqua Classique","description","Evergreen low spreading shrub or groundcover (0.5m x 1m) from China and Japan. Glossy dark green leaves with bronze tinged new growth. Two tone pink flowers with a prominent yellow centre. Useful massed as groundcover or understorey; low hedge or pot plant. Prefers slightly acid fertile soil with good drainage in partial shade. Frost tolerant. Drought sensitive.","description","Evergreen low spreading shrub or groundcover (0.5m x 1m) from China and Japan. Glossy dark green leaves with bronze tinged new growth. Two tone pink flowers with a prominent yellow centre. Useful massed as groundcover or understorey; low hedge or pot plant. Prefers slightly acid fertile soil with good drainage in partial shade. Frost tolerant. Drought sensitive."
"Sydney_water","Campanula carpatica","Plant origin","Non indigenous (Balkans & West Asia)","Plant origin","Non indigenous (Balkans & West Asia)"
"Sydney_water","Campanula carpatica","common_name","Bellflower","common name","Bellflower"
"Sydney_water","Campanula carpatica","description","Evergreen clump forming perennial (0.15m x 0.3m) from the Baulkans and West Asia. Rounded bright green leaves. Cup shaped blue or white flowers on erect stems above the foliage. Useful for its colour in clumps; as a border or in a perennial garden. Needs mulch to keep the root zone cool. Prefers a partly shaded position. Remove spent flowers after flowering. Frost tolerant. Moderately drought tolerant.","description","Evergreen clump forming perennial (0.15m x 0.3m) from the Baulkans and West Asia. Rounded bright green leaves. Cup shaped blue or white flowers on erect stems above the foliage. Useful for its colour in clumps; as a border or in a perennial garden. Needs mulch to keep the root zone cool. Prefers a partly shaded position. Remove spent flowers after flowering. Frost tolerant. Moderately drought tolerant."
"Sydney_water","Campanula persicifolia","Plant origin","Non indigenous (Southern & eastern Europe and temperate Asia)","Plant origin","Non indigenous (Southern & eastern Europe and temperate Asia)"
"Sydney_water","Campanula persicifolia","common_name","Peach-leafed Bellflower","common name","Peach-leafed Bellflower"
"Sydney_water","Campanula persicifolia","description","Evergreen rosette forming perennial spreading by rhizomes (1m x 0.4m) from southern and eastern Europe and temperate Asia. Narrow lance shaped bright green basal leaves. Nodding bell shaped purplish blue or white papery flowers on erect vertical stems. Remove spent flowers to extend flowering period. Useful for a perennial border; cutting garden or naturalised in a semi-wild area. Prefers fertile moist well drained soil in partial shade. Frost tolerant. Drought sensitive.","description","Evergreen rosette forming perennial spreading by rhizomes (1m x 0.4m) from southern and eastern Europe and temperate Asia. Narrow lance shaped bright green basal leaves. Nodding bell shaped purplish blue or white papery flowers on erect vertical stems. Remove spent flowers to extend flowering period. Useful for a perennial border; cutting garden or naturalised in a semi-wild area. Prefers fertile moist well drained soil in partial shade. Frost tolerant. Drought sensitive."
"Sydney_water","Campsis grandiflora","Plant origin","Non indigenous (China & Japan)","Plant origin","Non indigenous (China & Japan)"
"Sydney_water","Campsis grandiflora","common_name","Chinese Trumpet Creeper","common name","Chinese Trumpet Creeper"
"Sydney_water","Campsis grandiflora","description","Deciduous woody stemmed climber (8m) from China and Japan. Large compound fern-like leaves. Drooping clusters of trumpet shaped orange or red flowers in late summer and autumn. Useful for rapid cover over a fence or wall or for a pergola or large trellis. Requires support for climbing and annual pruning of heavy woody growth. Prefers a warm protected site and fertile moist soil. Frost and drought sensitive.","description","Deciduous woody stemmed climber (8m) from China and Japan. Large compound fern-like leaves. Drooping clusters of trumpet shaped orange or red flowers in late summer and autumn. Useful for rapid cover over a fence or wall or for a pergola or large trellis. Requires support for climbing and annual pruning of heavy woody growth. Prefers a warm protected site and fertile moist soil. Frost and drought sensitive."
"Sydney_water","Canna indica","Plant origin","Non indigenous (Carribbean Islands)","Plant origin","Non indigenous (Carribbean Islands)"
"Sydney_water","Canna indica","common_name","Canna Lily","common name","Canna Lily"
"Sydney_water","Canna indica","description","Robust upright showy perennial with underground rhizome from which new plants arise (0.5-2m x 0.3m) from the Caribbean Islands. Large glossy stem clasping leaves. Terminal cluster of flowers in bright shades of red; yellow pink; white or variants of these colours. Useful for colour in mass display. Prefers fertile and moist well drained soil. Needs full sun to flower well. Protect from wind. Cut back spent flower stems to ground level. Susceptible to slug damage. Minor invasive weed potential in bushland areas. Frost and drought sensitive.","description","Robust upright showy perennial with underground rhizome from which new plants arise (0.5-2m x 0.3m) from the Caribbean Islands. Large glossy stem clasping leaves. Terminal cluster of flowers in bright shades of red; yellow pink; white or variants of these colours. Useful for colour in mass display. Prefers fertile and moist well drained soil. Needs full sun to flower well. Protect from wind. Cut back spent flower stems to ground level. Susceptible to slug damage. Minor invasive weed potential in bushland areas. Frost and drought sensitive."
"Sydney_water","Canna x generalis Tropicana","Plant origin","Non indigenous (Hybrid of South American parentage)","Plant origin","Non indigenous (Hybrid of South American parentage)"
"Sydney_water","Canna x generalis Tropicana","common_name","Tropicana Canna Lily","common name","Tropicana Canna Lily"
"Sydney_water","Canna x generalis Tropicana","description","Robust upright perennial with underground rhizomes from which new plants arise (1.75m x 0.5m). Hybrid of South American parentage. Banana like leaves emerge purple becoming striped with green; yellow; pink and red. Terminal orange flower. Useful planted in clumps for a lush tropical theme. Prefers fertile and moist well drained soil. Needs full sun to flower well. Protect from wind. Tolerates light frosts only. In frost areas protect the roots with a thick mulch in winter or lift rhizomes in autumn. Drought sensitive.","description","Robust upright perennial with underground rhizomes from which new plants arise (1.75m x 0.5m). Hybrid of South American parentage. Banana like leaves emerge purple becoming striped with green; yellow; pink and red. Terminal orange flower. Useful planted in clumps for a lush tropical theme. Prefers fertile and moist well drained soil. Needs full sun to flower well. Protect from wind. Tolerates light frosts only. In frost areas protect the roots with a thick mulch in winter or lift rhizomes in autumn. Drought sensitive."
"Sydney_water","Cardamine pratensis","Plant origin","Non indigenous (North America; Europe & northern Asia)","Plant origin","Non indigenous (North America; Europe & northern Asia)"
"Sydney_water","Cardamine pratensis","common_name","Lady's Smock","common name","Lady's Smock"
"Sydney_water","Cardamine pratensis","description","Evergreen neat clump forming perennial (0.5m x 0.3m) from North America; Europe and northern Asia. Rosette forming green basal leaves divided into serrate margined leaflets. Dense terminal clusters of lilac pink flowers in spring. Variable cultivars available. Useful for an informal border or semi-wild area. Prefers a damp semi-shaded position. Root zone must be kept moist. Frost tolerant. Drought sensitive.","description","Evergreen neat clump forming perennial (0.5m x 0.3m) from North America; Europe and northern Asia. Rosette forming green basal leaves divided into serrate margined leaflets. Dense terminal clusters of lilac pink flowers in spring. Variable cultivars available. Useful for an informal border or semi-wild area. Prefers a damp semi-shaded position. Root zone must be kept moist. Frost tolerant. Drought sensitive."
"Sydney_water","Carex albula Frosted Curls","Plant origin","Non indigenous (New Zealand)","Plant origin","Non indigenous (New Zealand)"
"Sydney_water","Carex albula Frosted Curls","common_name","Frosted Curls","common name","Frosted Curls"
"Sydney_water","Carex albula Frosted Curls","description","Evergreen clump forming grass-like perennial (0.1 x 0.3) from New Zealand. Fine textured whitish leaves. Insignificant flowers. Useful as a contrast in the perennial garden or amongst other grasses. Siutable for a bog or water garden. Needs consistently moist soil. Potential weed in bushland. Frost tolerant.","description","Evergreen clump forming grass-like perennial (0.1 x 0.3) from New Zealand. Fine textured whitish leaves. Insignificant flowers. Useful as a contrast in the perennial garden or amongst other grasses. Siutable for a bog or water garden. Needs consistently moist soil. Potential weed in bushland. Frost tolerant."
"Sydney_water","Carex appressa","Plant origin","Indigenous (Australia (Including Sydney); New Zealand; New Caledonia and Papua New Guinea.)","Plant origin","Indigenous (Australia (Including Sydney); New Zealand; New Caledonia and Papua New Guinea.)"
"Sydney_water","Carex appressa","common_name","Tall Sedge","common name","Tall Sedge"
"Sydney_water","Carex appressa","description","Evergreen tufted spreading perennial sedge (0.8m x 0.6m) from all states of Australia (Including Sydney); New Zealand; New Caledonia and Papua New Guinea. Narrow shiny and tough leaves finely raspy on the edges. Flowers spiralling on triangular-sectioned flower stem. Useful for poorly drained wet places and poolside. Tolerates roots submerged in water. Frost tolerant.","description","Evergreen tufted spreading perennial sedge (0.8m x 0.6m) from all states of Australia (Including Sydney); New Zealand; New Caledonia and Papua New Guinea. Narrow shiny and tough leaves finely raspy on the edges. Flowers spiralling on triangular-sectioned flower stem. Useful for poorly drained wet places and poolside. Tolerates roots submerged in water. Frost tolerant."
"Sydney_water","Carex buchananii","Plant origin","Non indigenous (New Zealand)","Plant origin","Non indigenous (New Zealand)"
"Sydney_water","Carex buchananii","common_name","Leatherleaf Sedge","common name","Leatherleaf Sedge"
"Sydney_water","Carex buchananii","description","Evergreen clump-forming perennial sedge (0.6m x 0.2m) from New Zealand. Very narrow copper coloured leaves turning red towards the base. Vertical form when young aging to arching form with curled leaf tips. Inconspicuous flowers. Useful for accent or clumped in rock or gravel gardens; water gardens or pot plant. Prefers moist well drained soil. Frost tolerant. Drought sensitive.","description","Evergreen clump-forming perennial sedge (0.6m x 0.2m) from New Zealand. Very narrow copper coloured leaves turning red towards the base. Vertical form when young aging to arching form with curled leaf tips. Inconspicuous flowers. Useful for accent or clumped in rock or gravel gardens; water gardens or pot plant. Prefers moist well drained soil. Frost tolerant. Drought sensitive."
"Sydney_water","Carex hattoriana","Plant origin","Non indigenous (Qld & NSW)","Plant origin","Non indigenous (Qld & NSW)"
"Sydney_water","Carex hattoriana","common_name","","common name",""
"Sydney_water","Carex hattoriana","description","Evergreen tufted perennial grass (0.8m x 0.6m) from Qld and NSW. Soft green shiny narrow leaves forming a fountain-like mound. Useful clumped for its texture or massed as understorey particularly in a bush garden. Prefers dappled shade and moist well drained soil. Frost tolerant. Moderately drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate natural occurrence.","description","Evergreen tufted perennial grass (0.8m x 0.6m) from Qld and NSW. Soft green shiny narrow leaves forming a fountain-like mound. Useful clumped for its texture or massed as understorey particularly in a bush garden. Prefers dappled shade and moist well drained soil. Frost tolerant. Moderately drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate natural occurrence."
"Sydney_water","Carpobrotus glaucescens","Plant origin","Indigenous (Coastal dunes of Qld; NSW (Sydney) & Vic)","Plant origin","Indigenous (Coastal dunes of Qld; NSW (Sydney) & Vic)"
"Sydney_water","Carpobrotus glaucescens","common_name","Pigface","common name","Pigface"
"Sydney_water","Carpobrotus glaucescens","description","Evergreen creeping prostrate groundcover (0.1m x 1m) from coastal dunes of Qld; NSW (including Sydney) & Vic. Succulent three angled leaves. Solitary and terminal bright pink flowers with pale yellow stamens. Useful for stabilising sandy dry banks and low maintenance areas especially in coastal locations. Hardy. Frost sensitive. Salt spray and drought tolerant.","description","Evergreen creeping prostrate groundcover (0.1m x 1m) from coastal dunes of Qld; NSW (including Sydney) & Vic. Succulent three angled leaves. Solitary and terminal bright pink flowers with pale yellow stamens. Useful for stabilising sandy dry banks and low maintenance areas especially in coastal locations. Hardy. Frost sensitive. Salt spray and drought tolerant."
"Sydney_water","Carya illinoensis","Plant origin","Non indigenous (USA)","Plant origin","Non indigenous (USA)"
"Sydney_water","Carya illinoensis","common_name","Pecan","common name","Pecan"
"Sydney_water","Carya illinoensis","description","Deciduous rounded tree with an open textured crown (12m x 6m) from the USA. Bright green compound leaves. Insignificant flowers followed by edible nuts. Useful as a shade tree; windbreak and for its nuts. Many named varieties available. Needs deep well drained soil and hot conditions during the growing season. Frost tolerant. Moderately drought tolerant once established.","description","Deciduous rounded tree with an open textured crown (12m x 6m) from the USA. Bright green compound leaves. Insignificant flowers followed by edible nuts. Useful as a shade tree; windbreak and for its nuts. Many named varieties available. Needs deep well drained soil and hot conditions during the growing season. Frost tolerant. Moderately drought tolerant once established."
"Sydney_water","Cassia fistula","Plant origin","Non indigenous (India)","Plant origin","Non indigenous (India)"
"Sydney_water","Cassia fistula","common_name","Golden Shower","common name","Golden Shower"
"Sydney_water","Cassia fistula","description","Evergreen large shrub or small tree (5m x 3m) from India. Pinnate leaves. Racemes of small fragrant cup shaped bright yellow flowers in spring followed by cylindrical dark pods. Useful against a north facing wall or fence. Butterfly attracting. Requires a warm protected position. Frost sensitive.","description","Evergreen large shrub or small tree (5m x 3m) from India. Pinnate leaves. Racemes of small fragrant cup shaped bright yellow flowers in spring followed by cylindrical dark pods. Useful against a north facing wall or fence. Butterfly attracting. Requires a warm protected position. Frost sensitive."
"Sydney_water","Castanospermum australe","Plant origin","Non indigenous (Qld; NSW & New Caledonia)","Plant origin","Non indigenous (Qld; NSW & New Caledonia)"
"Sydney_water","Castanospermum australe","common_name","Black Bean","common name","Black Bean"
