searchTaxon,Number.of.growers,Number.of.States,Top_200,Plant.type,Origin,COMBO.count,AUS_RECORDS,LGA_COUNT,AUS_BOUND_BIAS,Annual_mean_temp_min,Annual_mean_temp_max,Annual_mean_temp_median,Annual_mean_temp_mean,Annual_mean_temp_range,Annual_mean_temp_q05,Annual_mean_temp_q95,Annual_mean_temp_q95_q05,Annual_mean_temp_q98_q02,Mean_diurnal_range_min,Mean_diurnal_range_max,Mean_diurnal_range_median,Mean_diurnal_range_mean,Mean_diurnal_range_range,Mean_diurnal_range_q05,Mean_diurnal_range_q95,Mean_diurnal_range_q95_q05,Mean_diurnal_range_q98_q02,Isothermality_min,Isothermality_max,Isothermality_median,Isothermality_mean,Isothermality_range,Isothermality_q05,Isothermality_q95,Isothermality_q95_q05,Isothermality_q98_q02,Temp_seasonality_min,Temp_seasonality_max,Temp_seasonality_median,Temp_seasonality_mean,Temp_seasonality_range,Temp_seasonality_q05,Temp_seasonality_q95,Temp_seasonality_q95_q05,Temp_seasonality_q98_q02,Max_temp_warm_month_min,Max_temp_warm_month_max,Max_temp_warm_month_median,Max_temp_warm_month_mean,Max_temp_warm_month_range,Max_temp_warm_month_q05,Max_temp_warm_month_q95,Max_temp_warm_month_q95_q05,Max_temp_warm_month_q98_q02,Min_temp_cold_month_min,Min_temp_cold_month_max,Min_temp_cold_month_median,Min_temp_cold_month_mean,Min_temp_cold_month_range,Min_temp_cold_month_q05,Min_temp_cold_month_q95,Min_temp_cold_month_q95_q05,Min_temp_cold_month_q98_q02,Temp_annual_range_min,Temp_annual_range_max,Temp_annual_range_median,Temp_annual_range_mean,Temp_annual_range_range,Temp_annual_range_q05,Temp_annual_range_q95,Temp_annual_range_q95_q05,Temp_annual_range_q98_q02,Mean_temp_wet_qu_min,Mean_temp_wet_qu_max,Mean_temp_wet_qu_median,Mean_temp_wet_qu_mean,Mean_temp_wet_qu_range,Mean_temp_wet_qu_q05,Mean_temp_wet_qu_q95,Mean_temp_wet_qu_q95_q05,Mean_temp_wet_qu_q98_q02,Mean_temp_dry_qu_min,Mean_temp_dry_qu_max,Mean_temp_dry_qu_median,Mean_temp_dry_qu_mean,Mean_temp_dry_qu_range,Mean_temp_dry_qu_q05,Mean_temp_dry_qu_q95,Mean_temp_dry_qu_q95_q05,Mean_temp_dry_qu_q98_q02,Mean_temp_warm_qu_min,Mean_temp_warm_qu_max,Mean_temp_warm_qu_median,Mean_temp_warm_qu_mean,Mean_temp_warm_qu_range,Mean_temp_warm_qu_q05,Mean_temp_warm_qu_q95,Mean_temp_warm_qu_q95_q05,Mean_temp_warm_qu_q98_q02,Mean_temp_cold_qu_min,Mean_temp_cold_qu_max,Mean_temp_cold_qu_median,Mean_temp_cold_qu_mean,Mean_temp_cold_qu_range,Mean_temp_cold_qu_q05,Mean_temp_cold_qu_q95,Mean_temp_cold_qu_q95_q05,Mean_temp_cold_qu_q98_q02,Annual_precip_min,Annual_precip_max,Annual_precip_median,Annual_precip_mean,Annual_precip_range,Annual_precip_q05,Annual_precip_q95,Annual_precip_q95_q05,Annual_precip_q98_q02,Precip_wet_month_min,Precip_wet_month_max,Precip_wet_month_median,Precip_wet_month_mean,Precip_wet_month_range,Precip_wet_month_q05,Precip_wet_month_q95,Precip_wet_month_q95_q05,Precip_wet_month_q98_q02,Precip_dry_month_min,Precip_dry_month_max,Precip_dry_month_median,Precip_dry_month_mean,Precip_dry_month_range,Precip_dry_month_q05,Precip_dry_month_q95,Precip_dry_month_q95_q05,Precip_dry_month_q98_q02,Precip_seasonality_min,Precip_seasonality_max,Precip_seasonality_median,Precip_seasonality_mean,Precip_seasonality_range,Precip_seasonality_q05,Precip_seasonality_q95,Precip_seasonality_q95_q05,Precip_seasonality_q98_q02,Precip_wet_qu_min,Precip_wet_qu_max,Precip_wet_qu_median,Precip_wet_qu_mean,Precip_wet_qu_range,Precip_wet_qu_q05,Precip_wet_qu_q95,Precip_wet_qu_q95_q05,Precip_wet_qu_q98_q02,Precip_dry_qu_min,Precip_dry_qu_max,Precip_dry_qu_median,Precip_dry_qu_mean,Precip_dry_qu_range,Precip_dry_qu_q05,Precip_dry_qu_q95,Precip_dry_qu_q95_q05,Precip_dry_qu_q98_q02,Precip_warm_qu_min,Precip_warm_qu_max,Precip_warm_qu_median,Precip_warm_qu_mean,Precip_warm_qu_range,Precip_warm_qu_q05,Precip_warm_qu_q95,Precip_warm_qu_q95_q05,Precip_warm_qu_q98_q02,Precip_col_qu_min,Precip_col_qu_max,Precip_col_qu_median,Precip_col_qu_mean,Precip_col_qu_range,Precip_col_qu_q05,Precip_col_qu_q95,Precip_col_qu_q95_q05,Precip_col_qu_q98_q02,study,site_name,trait_name,value,unit
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,TMAG_2009,NA,leaf_phenology,evergreen,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Kooyman_2011,NA,leaf_phenology,evergreen,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,TMAG_2009,NA,leaf_shape,elliptic,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,RBGSYD_0000,NA,leaf_width,10,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,TMAG_2009,NA,leaf_width,40,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,TMAG_2009,NA,leaf_width,10,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Kooyman_2011,NA,leaf_width,10,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Kooyman_2011,NA,leaf_width,30,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,RBGSYD_0000,NA,leaf_width,30,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Fonseca_2000,Coffs Harbour,leaf_width,27.8,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Fonseca_2000,Nambucca Heads,leaf_width,23.2,mm
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,RBGSYD_0000,NA,life_history,long-lived,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,TMAG_2009,NA,life_history,perennial,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Kooyman_2011,NA,plant_growth_form,tree,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,RBGSYD_0000,NA,plant_growth_form,shrub,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,Fonseca_2000,Nambucca Heads,plant_growth_form,tree,NA
Elaeocarpus reticulatus,29,3,TRUE,Tree,Native,12674,12650,91,FALSE,9.9,21.8,16.2,15.99736468,11.9,12.6,19.1,6.5,7.8,6.1,14.1,10.2,10.29928988,8,8.7,12.3,3.6,4.9,4.2,5.3,4.8,4.841415496,1.1,4.7,5.1,0.4,0.5,237.6,523.4,379.8,385.0892694,285.8,332.1,453.9,121.8,147.362,20.1,33.6,26,25.90590185,13.5,23.3,28.3,5,6.1,-1.6,13,5.3,4.850244595,14.6,0.9,8,7.1,9,13.3,28.4,20.8,21.05565725,15.1,18,25.1,7.1,9.3,8.2,26.9,20.4,19.91910999,18.7,15.7,22.7,7,9.654,5,21.5,11.9,11.71451002,16.5,7.8,15.9,8.1,10.154,14.9,26.9,20.8,20.65118353,12,17.7,23.3,5.6,6.7,4.2,17.2,11.1,10.79528168,13,6.9,14.1,7.2,8.954,508,2417,1212,1257.215796,1909,915,1812,897,1098,64,352,152,160.4218084,288,101,252,151,185,16,90,55,55.78909579,74,41,70,29,38,9,58,29,30.1916522,49,17,45,28,33,185,958,420,443.8046394,773,274,705,431,535,58,321,189,190.2879912,263,143,241,98,133.54,61,842,367,399.332255,781,251,642,391,483,78,442,250,247.765662,364,168.65,339,170.35,211,RBGSYD_0000,NA,plant_growth_form,tree,NA
