"study","species","trait_name","value","trait_name_original","value_original"
"Benaranurseries","Herb Hanging Basket","description","Herb Hanging Baskets are a great addition to any garden. Depending on season, the herbs alternate between;  Basil, Oregano, Parsley, Peppermint, Marjoram, Thyme or Coriander.Herbs are used for many things such as traditional medicines to flavouring foods. They add fragrance and aroma to all parts of the gardens.It prefers to sunny to partly shaded position in moist areas. Enrich soil with compost and feed with complete fertilser and liquid fertiliser.","description","Herb Hanging Baskets are a great addition to any garden. Depending on season, the herbs alternate between;  Basil, Oregano, Parsley, Peppermint, Marjoram, Thyme or Coriander.Herbs are used for many things such as traditional medicines to flavouring foods. They add fragrance and aroma to all parts of the gardens.It prefers to sunny to partly shaded position in moist areas. Enrich soil with compost and feed with complete fertilser and liquid fertiliser."
"Benaranurseries","Hibbertia cuneiformis","description","Hibbertia cuneiformis is a small to medium sized upright evergreen shrub with dark green foliage.  From spring to early summer this Australian plant bears a profusion of bright golden-yellow flowers.  Ideal for shrubberies, containers & coastal gardens.Tolerates a wde range of soils and conditions including full shade.","description","Hibbertia cuneiformis is a small to medium sized upright evergreen shrub with dark green foliage.  From spring to early summer this Australian plant bears a profusion of bright golden-yellow flowers.  Ideal for shrubberies, containers & coastal gardens.Tolerates a wde range of soils and conditions including full shade."
"Benaranurseries","Hibbertia vestita","description","This lovely, low-maintenance, native ground-cover produces masses of bright yellow flowers throughout late Autumn and Spring.Golden Sunburst is a cheerful mounding plant which forms a good shape naturally and so requires little or no pruning and is beneficial to any garden as it improves the water-holding capacity of the soil for other plants as well as assisting to suppress weeds.The lovely lush green foliage is a wonderful contrast to the bright 'buttercup' yellow flowers.Golden Sunburst will do well in soils ranging from quite acid to alkaline but good soil preparation is recommended when planting all plants to achieve the best results.Ideal in native and cottage gardens as well as verge planting, and perfect as a border in formal and informal gardens.initial fertilizing with a slow release fertilizer will help the plant to become established and following up with the occasional reapplication  of fertilizer when required.","description","This lovely, low-maintenance, native ground-cover produces masses of bright yellow flowers throughout late Autumn and Spring.Golden Sunburst is a cheerful mounding plant which forms a good shape naturally and so requires little or no pruning and is beneficial to any garden as it improves the water-holding capacity of the soil for other plants as well as assisting to suppress weeds.The lovely lush green foliage is a wonderful contrast to the bright 'buttercup' yellow flowers.Golden Sunburst will do well in soils ranging from quite acid to alkaline but good soil preparation is recommended when planting all plants to achieve the best results.Ideal in native and cottage gardens as well as verge planting, and perfect as a border in formal and informal gardens.initial fertilizing with a slow release fertilizer will help the plant to become established and following up with the occasional reapplication  of fertilizer when required."
"Benaranurseries","Hibbertia obtusifolia","description","Hibbertia obtusifolia is an evergreen dwarf rockery plant with deep green leaves.  Large bright yellow flowers in spring & summer. Well drained position, spreads to about 1mtr wide.  A great choice for sandy coastal gardens & tolerating salt spray.  Marginally frost hardy, ideal for warm climates","description","Hibbertia obtusifolia is an evergreen dwarf rockery plant with deep green leaves.  Large bright yellow flowers in spring & summer. Well drained position, spreads to about 1mtr wide.  A great choice for sandy coastal gardens & tolerating salt spray.  Marginally frost hardy, ideal for warm climates"
"Benaranurseries","Hibbertia racemosa","description","Native to Western Australia, Hibbertia racemosa is an ornamental, low growing evergreen shrub bearing single, yellow flowers from winter to early summer with spot flowers at other times.Ideal for any naturalistic garden, especially ideal for coastal.Prefers moist, well drained soil in sunny to partly shaded positon, protected from frost. Ideal for sandy soils and is wind and salt tolerant.Grows to a height of 50cm and a width of 30cm.","description","Native to Western Australia, Hibbertia racemosa is an ornamental, low growing evergreen shrub bearing single, yellow flowers from winter to early summer with spot flowers at other times.Ideal for any naturalistic garden, especially ideal for coastal.Prefers moist, well drained soil in sunny to partly shaded positon, protected from frost. Ideal for sandy soils and is wind and salt tolerant.Grows to a height of 50cm and a width of 30cm."
"Benaranurseries","Hibbertia scandens","description","Hibbertia scandens produce large golden-yellow flowers for most of the year amongst dark green glossy leaves on twining stems. This plant is an Australian native well accustomed to Australia's ever-changing climate meaning it is extremely hardy and will tolerate the sometimes harsh conditions.Hibbertia scandens is an ideal groundcover, especially over embankments and with support can become a climbing plant used to cover fences, walls, pergolas and buildings. Hibbertia scandens is best grown in a sunny, open position in well drained soil, but will tolerate part shade. Hibbertia scandens is hardy and will withstand coastal conditions, including salt-laden winds.Hibbertia scandens requires relatively low maintenance. Prune well after flowering to encourage more compact growth.Hibbertia scandens will grow up to 30cm high and 2m wide.  With support to climb it can reach 5m high.","description","Hibbertia scandens produce large golden-yellow flowers for most of the year amongst dark green glossy leaves on twining stems. This plant is an Australian native well accustomed to Australia's ever-changing climate meaning it is extremely hardy and will tolerate the sometimes harsh conditions.Hibbertia scandens is an ideal groundcover, especially over embankments and with support can become a climbing plant used to cover fences, walls, pergolas and buildings. Hibbertia scandens is best grown in a sunny, open position in well drained soil, but will tolerate part shade. Hibbertia scandens is hardy and will withstand coastal conditions, including salt-laden winds.Hibbertia scandens requires relatively low maintenance. Prune well after flowering to encourage more compact growth.Hibbertia scandens will grow up to 30cm high and 2m wide.  With support to climb it can reach 5m high."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus apple blossom is a tall growing, bushy, evergreen Hibiscus that produces a profusion of pale pink single blooms with a red eye.  The large quantity of flowers are produced during Spring, Summer & Autumn.A colourful addition to warm climate gardens, suitable as a screening plant or for hedges.  Attractive when planted.Best grown in well drained slightly, acid soil enriched with humus. Prune back by one third in spring when the danger of frost is over.","description","Hibiscus apple blossom is a tall growing, bushy, evergreen Hibiscus that produces a profusion of pale pink single blooms with a red eye.  The large quantity of flowers are produced during Spring, Summer & Autumn.A colourful addition to warm climate gardens, suitable as a screening plant or for hedges.  Attractive when planted.Best grown in well drained slightly, acid soil enriched with humus. Prune back by one third in spring when the danger of frost is over."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus cile tinney is a strong growing, tall upright, evergreen shrub with loose salmon- coloured double flowers. A colourful addition to warm climate gardens, suitable as a screening plant or for hedges.  Attractive when planted.Thrives in a sunny location.","description","Hibiscus cile tinney is a strong growing, tall upright, evergreen shrub with loose salmon- coloured double flowers. A colourful addition to warm climate gardens, suitable as a screening plant or for hedges.  Attractive when planted.Thrives in a sunny location."
"Benaranurseries","Hibiscus Florida","description","Hibiscus Florida is a beautiful evergreen shrub with large funnel shaped orange flowers and large green foliage An ideal plant for a tropical feel to gardens and landscapes, containers, patios, courtyards, sceens, and hedges Easy to grow, plant in a warm sunny position protect from frost.Hibiscus Florida grows to a height of 2m","description","Hibiscus Florida is a beautiful evergreen shrub with large funnel shaped orange flowers and large green foliage An ideal plant for a tropical feel to gardens and landscapes, containers, patios, courtyards, sceens, and hedges Easy to grow, plant in a warm sunny position protect from frost.Hibiscus Florida grows to a height of 2m"
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Mrs George Davies  is a very popular evergreen shrub that grows quickly, providing quick privacy (if you want it), splendid foliage and vibrant splashes of colour. Shiny, slightly toothed leaves are contrasted with full, double-headed, pink flowers from summer to autumn and through into winter. Don't plant around pools as the flowers die off and go slimy - not nice on your clean pool surrounds.","description","Hibiscus Mrs George Davies  is a very popular evergreen shrub that grows quickly, providing quick privacy (if you want it), splendid foliage and vibrant splashes of colour. Shiny, slightly toothed leaves are contrasted with full, double-headed, pink flowers from summer to autumn and through into winter. Don't plant around pools as the flowers die off and go slimy - not nice on your clean pool surrounds."
"Benaranurseries","Hibiscus pedunculatus","description","Hibiscus pedunculatus produces a display of red coloured showy, dramatic flowers that bloom prolifically throughout the year. The bronze coloured foliage creates the perfect backdrop to ensure the flowers provide a stunning feature.Hibiscus pedunculata is ideal in pots and in the garden as a feature plant. This variety thrives in full sun to part shade, with good drainage. Hibiscus pedunculatus  will tolerate light frosts. Hibiscus pedunculata  requires low maintenance. Prune to shape at the end of winter to maintain its shape. Water regularly during growth. Fertilise with a slow release fertiliser that contains potash. Hibiscus pedunculata can grow to a height of 2 metres and a width of 1 metre.","description","Hibiscus pedunculatus produces a display of red coloured showy, dramatic flowers that bloom prolifically throughout the year. The bronze coloured foliage creates the perfect backdrop to ensure the flowers provide a stunning feature.Hibiscus pedunculata is ideal in pots and in the garden as a feature plant. This variety thrives in full sun to part shade, with good drainage. Hibiscus pedunculatus  will tolerate light frosts. Hibiscus pedunculata  requires low maintenance. Prune to shape at the end of winter to maintain its shape. Water regularly during growth. Fertilise with a slow release fertiliser that contains potash. Hibiscus pedunculata can grow to a height of 2 metres and a width of 1 metre."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Sabrina  has a vibrant red/dark pink, double flower that seems to flower almost year round down this way. Plant these as a hedge or screen, they look great, and perform so well in our climate. Keeping them pruned ensures they look fantastic as flowers appear on new growth. Hibiscus flower for a long time - they almost didn’t finish flowering this last year!","description","Hibiscus Sabrina  has a vibrant red/dark pink, double flower that seems to flower almost year round down this way. Plant these as a hedge or screen, they look great, and perform so well in our climate. Keeping them pruned ensures they look fantastic as flowers appear on new growth. Hibiscus flower for a long time - they almost didn’t finish flowering this last year!"
"Benaranurseries","Hibiscus tiliaceus","description","Probably one of the most popular selections made by those who visit Benara Nurseries. Hibiscus tiliaceus rubra, also known as the Cottonwood Hibiscus, is a rounded medium sized native tree with heart shaped,deep green to red foliage. During spring this tree produces attractive pastel yellow flowers that stand out against the dark foliage. Hibiscus tiliaceus rubra is an incredibly versatile tree and commonly used as a dense screening tree, hedge, or as a shade or feature tree. It thrives in areas of full sun and is adaptable to most soils however it does prefer moisture. Hibiscus tiliaceus rubra has a tolerance to drought and will attract birds to the garden.Hibiscus tiliaceus rubra is a relatively low maintenance, waterwise plant. Being an Australian native, it is well accustomed to Australia's ever-changing climate meaning it is extremely hardy and will tolerate the Australia's sometimes harsh conditions.Hibiscus tiliaceus rubra can grow to a height of 8 metres and a width of 5 metres.","description","Probably one of the most popular selections made by those who visit Benara Nurseries. Hibiscus tiliaceus rubra, also known as the Cottonwood Hibiscus, is a rounded medium sized native tree with heart shaped,deep green to red foliage. During spring this tree produces attractive pastel yellow flowers that stand out against the dark foliage. Hibiscus tiliaceus rubra is an incredibly versatile tree and commonly used as a dense screening tree, hedge, or as a shade or feature tree. It thrives in areas of full sun and is adaptable to most soils however it does prefer moisture. Hibiscus tiliaceus rubra has a tolerance to drought and will attract birds to the garden.Hibiscus tiliaceus rubra is a relatively low maintenance, waterwise plant. Being an Australian native, it is well accustomed to Australia's ever-changing climate meaning it is extremely hardy and will tolerate the Australia's sometimes harsh conditions.Hibiscus tiliaceus rubra can grow to a height of 8 metres and a width of 5 metres."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewinds Samoa Wind is a gorgeous compact shrub with beautiful, large butterfly attracting pink flowers with dark pink centers which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great addition to your home or garden. Ideal for pots, containers and planting around a pool as it does not drop its leaves and adds a tropical feel.  Prefers full sun to part sun areas, well drained soils and is light frost tolerant. Lightly prune to encourage dense new growth and apply a general purpose fertiliser during the growing season.Hibiscus Tradewinds Samoa Wind will grow to a height of 1.2-1.8m and a width of 1.2-1.8m.","description","Hibiscus Tradewinds Samoa Wind is a gorgeous compact shrub with beautiful, large butterfly attracting pink flowers with dark pink centers which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great addition to your home or garden. Ideal for pots, containers and planting around a pool as it does not drop its leaves and adds a tropical feel.  Prefers full sun to part sun areas, well drained soils and is light frost tolerant. Lightly prune to encourage dense new growth and apply a general purpose fertiliser during the growing season.Hibiscus Tradewinds Samoa Wind will grow to a height of 1.2-1.8m and a width of 1.2-1.8m."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewinds Tonga Wind is a gorgeous compact shrub with stuning large butterfly attracting red flowers which bloom from spring through to summer. The glossy green leaves on this plant contrast beautifully against the vibrant flowers making it a great a addition to your home or garden. Perfect for pots and containers and is ideal for planting around a pool as it does not drop its leaves and adds a tropical feel. Prefers full sun and part sun areas with well drained soils and is light frost tolerant. Prune to encourage dense new growth and apply general purpose fertiliser during the growing season.Hibiscus Tradewinds Tonga Wind will grow to a height of 1.2-1.8m and a width of 1.2-1.8m.","description","Hibiscus Tradewinds Tonga Wind is a gorgeous compact shrub with stuning large butterfly attracting red flowers which bloom from spring through to summer. The glossy green leaves on this plant contrast beautifully against the vibrant flowers making it a great a addition to your home or garden. Perfect for pots and containers and is ideal for planting around a pool as it does not drop its leaves and adds a tropical feel. Prefers full sun and part sun areas with well drained soils and is light frost tolerant. Prune to encourage dense new growth and apply general purpose fertiliser during the growing season.Hibiscus Tradewinds Tonga Wind will grow to a height of 1.2-1.8m and a width of 1.2-1.8m."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewind Montego Wind is a gorgeous compact shrub with beautiful large butterfly attracting orange flowers and a pink centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light forst tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpurse fertiliser in the growing season.Hibiscus Tradewind Montego Wind can grow up to 2.5m high and 3m wide.","description","Hibiscus Tradewind Montego Wind is a gorgeous compact shrub with beautiful large butterfly attracting orange flowers and a pink centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light forst tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpurse fertiliser in the growing season.Hibiscus Tradewind Montego Wind can grow up to 2.5m high and 3m wide."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewind Reggae Breeze is a gorgeous compact shrub with beautiful large butterfly attracting yellow flowers and a red centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpurse fertiliser in the growing season.Hibiscus Tradewind Reggae Breeze can grow up to 2.5m high and 3m wide.","description","Hibiscus Tradewind Reggae Breeze is a gorgeous compact shrub with beautiful large butterfly attracting yellow flowers and a red centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpurse fertiliser in the growing season.Hibiscus Tradewind Reggae Breeze can grow up to 2.5m high and 3m wide."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewind Baja Breeze is a gorgeous compact shrub with beautiful large butterfly attracting red flowers and a burgundy centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and add a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpose fertiliser in the growing season.Hibiscus Tradewind Baja Breeze can grow up to 2.5m high and 3m wide.","description","Hibiscus Tradewind Baja Breeze is a gorgeous compact shrub with beautiful large butterfly attracting red flowers and a burgundy centre, which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and add a tropical type feel. Would also be great in containers ands pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpose fertiliser in the growing season.Hibiscus Tradewind Baja Breeze can grow up to 2.5m high and 3m wide."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Tradewind Tye Dye Wind is a gorgeous compact shrub with beautiful large butterfly attracting pink, with splashes of lavender, flowers which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers and pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpose fertiliser in the growing season.Hibiscus Tradewind Tye Dye Wind can grow up to 2.5m high and 3m wide.","description","Hibiscus Tradewind Tye Dye Wind is a gorgeous compact shrub with beautiful large butterfly attracting pink, with splashes of lavender, flowers which bloom from spring though to summer. The glossy green leaves on this plant is a great contrast to the vibrant flowers making it a great a addition to your home or garden.Ideal for planting around a pool as it does not drop its leaves and adds a tropical type feel. Would also be great in containers and pots. Prefers full sun to part sun areas, well drained soils and is light frost tolerant.As it is a naturally compact plant pruning will encourage more dense growth. Can plant in any season and use general purpose fertiliser in the growing season.Hibiscus Tradewind Tye Dye Wind can grow up to 2.5m high and 3m wide."
"Benaranurseries","Hibiscus rosa-sinensis","description","Hibiscus Wilders White is a medium shrub with large single white flowers in summer and autumn.An ideal plant for a tropical feel to the garden, screening or hedge, large containers. Plant in a warm sunny position with free draining soil  Hibiscus Wilders White grows to a height of 2m tall","description","Hibiscus Wilders White is a medium shrub with large single white flowers in summer and autumn.An ideal plant for a tropical feel to the garden, screening or hedge, large containers. Plant in a warm sunny position with free draining soil  Hibiscus Wilders White grows to a height of 2m tall"
"Benaranurseries","Howea forsteriana","description","Commonly known as the Kentia Palm, Howea forsteriana is an Australian native species that originates off the east coast on Lord Howe Island. Howea forsteriana is a relatively slow-growing palm that has a slender trunk with feather shaped, drooping fronds. Howea forsteriana has been used as an indoor plant since Victorian times and has proven to be as popular today as it was then. Howea forsteriana can tolerate low sunlight exposure, air conditioning and central indoor heating. Howea forsteriana is relatively low maintenance. When indoors, ensure Howea forsteriana is planted in an area of decent but indirect sunlight exposure, and do not overwater. If outdoors, situate in a shady area and avoid pruning as this can lead to fungal infections.Howea forsteriana can grow to a height of 9 metres and a width of 4 metres.","description","Commonly known as the Kentia Palm, Howea forsteriana is an Australian native species that originates off the east coast on Lord Howe Island. Howea forsteriana is a relatively slow-growing palm that has a slender trunk with feather shaped, drooping fronds. Howea forsteriana has been used as an indoor plant since Victorian times and has proven to be as popular today as it was then. Howea forsteriana can tolerate low sunlight exposure, air conditioning and central indoor heating. Howea forsteriana is relatively low maintenance. When indoors, ensure Howea forsteriana is planted in an area of decent but indirect sunlight exposure, and do not overwater. If outdoors, situate in a shady area and avoid pruning as this can lead to fungal infections.Howea forsteriana can grow to a height of 9 metres and a width of 4 metres."
"Benaranurseries","Hymenosporum flavum","description","A fragrant and fast growing native tree with deep green foliage and yellow or white-yellow flowers. Hailing from more tropical forests of the east coast, the Native Frangipani has been well utilised in gardens and landscapes in the west. Visible in verge and island plantings throughout the streets of Perth with its delicate, fragrant flowers that last for a lengthy period in spring, it adapts to a wide range of well-drained soils. Sometimes quite erect in  habit the moderately-sized tree can grow to be more dense and bushy with pruning, further increasing it versatility. It enjoys full sun but can manage in part shade comfortably, meaning versatility in gardens, parks, lawns, streetscapes or landscapes.Grows in full sun - part shade, in most well-drained soils. Responds to pruning and that encourages more bushy growth habit. Mature height: 4 - 10m ; Mature width; 2 - 6m","description","A fragrant and fast growing native tree with deep green foliage and yellow or white-yellow flowers. Hailing from more tropical forests of the east coast, the Native Frangipani has been well utilised in gardens and landscapes in the west. Visible in verge and island plantings throughout the streets of Perth with its delicate, fragrant flowers that last for a lengthy period in spring, it adapts to a wide range of well-drained soils. Sometimes quite erect in  habit the moderately-sized tree can grow to be more dense and bushy with pruning, further increasing it versatility. It enjoys full sun but can manage in part shade comfortably, meaning versatility in gardens, parks, lawns, streetscapes or landscapes.Grows in full sun - part shade, in most well-drained soils. Responds to pruning and that encourages more bushy growth habit. Mature height: 4 - 10m ; Mature width; 2 - 6m"
"Benaranurseries","Hypoestes phyllostachya","description","Hypoestes Confetti Mix is an attractive, low maintenance plant that produces beautifully marked foliage in shades of burgundy, pink, white and carmine. Plant in spring, outside for best results. If you displaying the plants inside they can be sown all year round.Ideal for protected areas in the garden outside, well lit areas inside and sunrooms Hypoestes performs best in a partially shaded position and should be planted in well-drained soil that has been has been enriched with compost or manure prior to planting. Water regularly, keeping the soil moist throughout the growing season. Adding mulch on top of your garden bed will help retain moisture in the soil.Hypoestes grows to approx. 25-35cm tall and should be planted 20cm apart.","description","Hypoestes Confetti Mix is an attractive, low maintenance plant that produces beautifully marked foliage in shades of burgundy, pink, white and carmine. Plant in spring, outside for best results. If you displaying the plants inside they can be sown all year round.Ideal for protected areas in the garden outside, well lit areas inside and sunrooms Hypoestes performs best in a partially shaded position and should be planted in well-drained soil that has been has been enriched with compost or manure prior to planting. Water regularly, keeping the soil moist throughout the growing season. Adding mulch on top of your garden bed will help retain moisture in the soil.Hypoestes grows to approx. 25-35cm tall and should be planted 20cm apart."
"Benaranurseries","Impatiens walleriana","description","Impatiens Apricot is a very popular plant that produces stunning apricot coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart.","description","Impatiens Apricot is a very popular plant that produces stunning apricot coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart."
"Benaranurseries","Impatiens walleriana","description","Impatiens Boys & Girls is a very popular plant that produces a soft blend of peach, salmon, pink and lilac-blue coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart.","description","Impatiens Boys & Girls is a very popular plant that produces a soft blend of peach, salmon, pink and lilac-blue coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart."
"Benaranurseries","Impatiens walleriana","description","Impatiens Cherry Splash is a new vareity that produces a stunning mix of pink and white flowers all year round, peaking from spring to autumn atop lush green foliage. Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil. Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth. Impatiens grow to approx. 30cm high and should be planted 20cm apart.","description","Impatiens Cherry Splash is a new vareity that produces a stunning mix of pink and white flowers all year round, peaking from spring to autumn atop lush green foliage. Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil. Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth. Impatiens grow to approx. 30cm high and should be planted 20cm apart."
"Benaranurseries","Impatiens walleriana","description","Impatiens Impulse is a very popular plant that produces a stunning mix of white, pink and red coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart.","description","Impatiens Impulse is a very popular plant that produces a stunning mix of white, pink and red coloured flowers all year round, peaking from spring to autumn atop lush green foliage.Ideal for garden beds, borders, pots, containers, hanging baskets and mass plantings Impatiens prefer a potion in partial to deep shade but can survive in full sun provided they are sheltered from the intense sunlight in the middle of the day. Plant Impatiens in well-drained soil that has been enriched with compost or manure prior to planting and water regularly to keep the plants from wilting. Add mulch on top of your garden bed to help retain moisture in the soil.Impatiens are fairly easy to grow and maintain. Spent blooms don't need to be deadheaded as impatiens self clean but fertilising your plants will help keep flower production strong. Cutting back your plants once they have fully bloomed will help encourage new growth.Impatiens grow to approx. 30cm high and should be planted 20cm apart."
