"study","species","trait_name","value"
"ACTplanting","Angophora floribunda","Corner of Liversidge Street and Balmain Avenue at ANU","lanted in the 1920s)"
"ACTplanting","Brachychiton populneus","Botanical Name"," Brachychiton populneus (BRp)"
"ACTplanting","Brachychiton populneus","Common Name"," Kurrajong tree"
"ACTplanting","Brachychiton populneus","Species description","Evergreen"
"ACTplanting","Brachychiton populneus","Species description","Medium sized tree with spreading crown"
"ACTplanting","Brachychiton populneus","Species description","Hard grey bark with shallow fissures"
"ACTplanting","Brachychiton populneus","Species description","Glossy green foliage, with juvenile foliage often being tri-lobed"
"ACTplanting","Brachychiton populneus","Species description","Bell-shaped flowers"
"ACTplanting","Brachychiton populneus","Species description","Large hard shelled seed pods"
"ACTplanting","Brachychiton populneus","Height and width","10 to 12 metres tall by 8 to 10 metres wide"
"ACTplanting","Brachychiton populneus","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Brachychiton populneus","Landscape use","Can be used as a street tree, but has shown variable performance"
"ACTplanting","Brachychiton populneus","Landscape use","Can be used in parks, commercial precincts and revegetation areas"
"ACTplanting","Brachychiton populneus","Landscape use","Suitable for use in home gardens"
"ACTplanting","Brachychiton populneus","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Brachychiton populneus","Use considerations","Suited to Canberra’s climate"
"ACTplanting","Brachychiton populneus","Use considerations","Grows well in most soils, including gravel, shale and sand, however performs better on higher ground on light soils"
"ACTplanting","Brachychiton populneus","Use considerations","High frost tolerance once established, and high drought tolerance"
"ACTplanting","Brachychiton populneus","Use considerations","Long lived"
"ACTplanting","Brachychiton populneus","Use considerations","Moderate growth rate"
"ACTplanting","Brachychiton populneus","Use considerations","Low flammability"
"ACTplanting","Brachychiton populneus","Use considerations","Excellent farm fodder, especially in drought prone areas"
"ACTplanting","Callitris endlicheri","Botanical Name"," Callitris endlicheri (CLe)"
"ACTplanting","Callitris endlicheri","Common Name"," black cypress pine"
"ACTplanting","Callitris endlicheri","Species description","Evergreen"
"ACTplanting","Callitris endlicheri","Species description","Columnar tree with mostly erect branches"
"ACTplanting","Callitris endlicheri","Species description","Brown furrowed bark"
"ACTplanting","Callitris endlicheri","Species description","Long thread-like dark green foliage of small narrow leaves"
"ACTplanting","Callitris endlicheri","Species description","Slender globular cones 15 to 20 millimetres in diameter"
"ACTplanting","Callitris endlicheri","Height and width","12 to 15 metres tall by 3 to 4 metres wide"
"ACTplanting","Callitris endlicheri","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Callitris endlicheri","Landscape use","Useful for windbreaks, in urban parks, open landscape areas and revegetation areas"
"ACTplanting","Callitris endlicheri","Landscape use","Ornamental use in regional shopping centres"
"ACTplanting","Callitris endlicheri","Landscape use","Suitable for use in home gardens"
"ACTplanting","Callitris endlicheri","Landscape use","Not suitable for use as a street tree"
"ACTplanting","Callitris endlicheri","Landscape use","Requires a minimum clearance of 3 metres from buildings"
"ACTplanting","Callitris endlicheri","Use considerations","Grows well in the ACT and surrounding areas of NSW"
"ACTplanting","Callitris endlicheri","Use considerations","Frost tolerant to minus 10 degrees Celsius and excellent drought tolerance"
"ACTplanting","Callitris endlicheri","Use considerations","Prefers light sandy or well-drained soil or shale granite rather than heavy clay"
"ACTplanting","Callitris endlicheri","Use considerations","Medium longevity"
"ACTplanting","Callitris endlicheri","Use considerations","Relatively slow growing"
"ACTplanting","Callitris endlicheri","Use considerations","Low flammability"
"ACTplanting","Callitris endlicheri","Use considerations","Prune to ensure that a single leader is established"
"ACTplanting","Callitris endlicheri","Use considerations","Provides wildlife habitat for nesting"
"ACTplanting","Callitris endlicheri","Use considerations","Timber is resistant to termites and can be susceptible to canker"
"ACTplanting","Eucalyptus aggregata","Botanical Name"," Eucalyptus aggregata (Eag)"
"ACTplanting","Eucalyptus aggregata","Common Name"," black gum"
"ACTplanting","Eucalyptus aggregata","Species description","Evergreen"
"ACTplanting","Eucalyptus aggregata","Species description","Wide spread woodland eucalypt"
"ACTplanting","Eucalyptus aggregata","Species description","Dark, rough fibrous bark on the trunk, becoming smooth in the higher branches"
"ACTplanting","Eucalyptus aggregata","Species description","Leaves are lanceolate and slightly glossy"
"ACTplanting","Eucalyptus aggregata","Species description","White flowers in summer"
"ACTplanting","Eucalyptus aggregata","Species description","Small fruit are woody, conical and held in clusters of seven"
"ACTplanting","Eucalyptus aggregata","Height and width","15 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus aggregata","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus aggregata","Landscape use","Suitable for use in parklands"
"ACTplanting","Eucalyptus aggregata","Landscape use","Could be used in the inner asset protection zone if crowns are not touching"
"ACTplanting","Eucalyptus aggregata","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus aggregata","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus aggregata","Use considerations","Often found in frost pockets and along streams"
"ACTplanting","Eucalyptus aggregata","Use considerations","Suitable for deeper soil with good drainage, but will tolerate both occasional high moisture levels and dry"
"ACTplanting","Eucalyptus aggregata","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus aggregata","Use considerations","Moderate to fast growth rate"
"ACTplanting","Eucalyptus aggregata","Use considerations","Moderate flammability"
"ACTplanting","Eucalyptus aggregata","Use considerations","Likely to be susceptible to most local eucalypt pests"
"ACTplanting","Eucalyptus aggregata","Use considerations","Provides browsing and protective habitat for wildlife"
"ACTplanting","Eucalyptus cinerea","Botanical Name"," Eucalyptus cinerea (Eci)"
"ACTplanting","Eucalyptus cinerea","Common Name"," Argyle apple"
"ACTplanting","Eucalyptus cinerea","Species description","Evergreen"
"ACTplanting","Eucalyptus cinerea","Species description","Spreading crown sometimes with low branches"
"ACTplanting","Eucalyptus cinerea","Species description","Fibrous, red, stringy bark"
"ACTplanting","Eucalyptus cinerea","Species description","Attractive, often round, silver-blue foliage"
"ACTplanting","Eucalyptus cinerea","Species description","White flowers in October and November"
"ACTplanting","Eucalyptus cinerea","Species description","Small woody fruit"
"ACTplanting","Eucalyptus cinerea","Height and width","10 to 15 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus cinerea","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus cinerea","Landscape use","Suitable for use in urban parks and revegetation areas"
"ACTplanting","Eucalyptus cinerea","Landscape use","Can only be used as a street tree as a replacement in existing plantings"
"ACTplanting","Eucalyptus cinerea","Landscape use","Requires a minimum clearance of 9m from buildings"
"ACTplanting","Eucalyptus cinerea","Use considerations","Performs well in ACT and has been planted for many years"
"ACTplanting","Eucalyptus cinerea","Use considerations","High frost tolerance to minus 10 degrees Celsius"
"ACTplanting","Eucalyptus cinerea","Use considerations","Prefers good soils with good drainage, but will grow in shallow rocky soils and tolerate poorly drained soils and"
"ACTplanting","Eucalyptus cinerea","Use considerations","Medium longevity"
"ACTplanting","Eucalyptus cinerea","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus cinerea","Use considerations","Moderate to high flammability"
"ACTplanting","Eucalyptus cinerea","Use considerations","Subject to sawfly larvae"
"ACTplanting","Eucalyptus cinerea","Use considerations","Important to formative prune in early years to avoid branching to the ground"
"ACTplanting","Eucalyptus cinerea","Use considerations","Flowers are attractive to bees for honey"
"ACTplanting","Eucalyptus dealbata","Botanical Name"," Eucalyptus dealbata (Ede)"
"ACTplanting","Eucalyptus dealbata","Common Name"," tumbledown red gum"
"ACTplanting","Eucalyptus dealbata","Species description","Evergreen"
"ACTplanting","Eucalyptus dealbata","Species description","Medium sized tree with a short, sometimes straggly trunk"
"ACTplanting","Eucalyptus dealbata","Species description","Smooth white-grey bark shedding in platelets"
"ACTplanting","Eucalyptus dealbata","Species description","Grey-green glaucous foliage"
"ACTplanting","Eucalyptus dealbata","Species description","Glaucous buds in umbels of 7 with white flowers from May to October"
"ACTplanting","Eucalyptus dealbata","Species description","Small hemispherical fruit"
"ACTplanting","Eucalyptus dealbata","Height and width","12 metres tall by 8 metres wide"
"ACTplanting","Eucalyptus dealbata","Landscape use","Available Soil Volume required 19m3"
"ACTplanting","Eucalyptus dealbata","Landscape use","Suitable for use in parks and open space areas for wildlife habitat"
"ACTplanting","Eucalyptus dealbata","Landscape use","Requires a minimum clearance of 5 metres from buildings"
"ACTplanting","Eucalyptus dealbata","Use considerations","Suitable for dry sites in Canberra"
"ACTplanting","Eucalyptus dealbata","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus dealbata","Use considerations","Grows naturally on hard, dry stony sites with shallow soils so would be suitable for similar sites in Canberra"
"ACTplanting","Eucalyptus dealbata","Use considerations","Long lived"
"ACTplanting","Eucalyptus dealbata","Use considerations","Fast to moderate growth rate"
"ACTplanting","Eucalyptus dealbata","Use considerations","High flammability"
"ACTplanting","Eucalyptus dealbata","Use considerations","Likely to be affected by psyllids in a similar manner to Eucalyptus blakelyi"
"ACTplanting","Eucalyptus dealbata","Use considerations","Flowers are attractive to bees for honey production"
"ACTplanting","Eucalyptus dives","Botanical Name"," Eucalyptus dives (Edi)"
"ACTplanting","Eucalyptus dives","Common Name"," broad-leaved peppermint"
"ACTplanting","Eucalyptus dives","Species description","Evergreen"
"ACTplanting","Eucalyptus dives","Species description","Rounded to elliptical tree that is usually low branched"
"ACTplanting","Eucalyptus dives","Species description","Grey fibrous bark"
"ACTplanting","Eucalyptus dives","Species description","Leaves ovate and dull greyish blue"
"ACTplanting","Eucalyptus dives","Species description","Cream flowers in spring (October to November)"
"ACTplanting","Eucalyptus dives","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus dives","Height and width","12 to 15 metres tall by 10 metres wide"
"ACTplanting","Eucalyptus dives","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus dives","Landscape use","For use in parks, open sites, wildlife corridors and revegetation areas"
"ACTplanting","Eucalyptus dives","Landscape use","Has the potential to make a reasonable street tree with some formative shaping due to its hardiness"
"ACTplanting","Eucalyptus dives","Landscape use","Suitable for the inner asset protection zone, providing crowns do not interlock"
"ACTplanting","Eucalyptus dives","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus dives","Use considerations","Grows naturally in the ACT, so well suited to the local climate"
"ACTplanting","Eucalyptus dives","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus dives","Use considerations","Usually grows on dry, well drained, stony soils"
"ACTplanting","Eucalyptus dives","Use considerations","Medium longevity"
"ACTplanting","Eucalyptus dives","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus dives","Use considerations","High flammability"
"ACTplanting","Eucalyptus dives","Use considerations","Affected by usual common Eucalypt pests and diseases"
"ACTplanting","Eucalyptus dives","Use considerations","Can require formative or corrective pruning"
"ACTplanting","Eucalyptus dives","Use considerations","Provides wildlife habitat"
"ACTplanting","Eucalyptus dives","Use considerations","Listed as a local ecologically beneficial species under the Tree Protection Act 2005"
"ACTplanting","Eucalyptus gracilis","Botanical Name"," Eucalyptus gracilis (Egr)"
"ACTplanting","Eucalyptus gracilis","Common Name"," white mallee, red mallee"
"ACTplanting","Eucalyptus gracilis","Species description","Evergreen"
"ACTplanting","Eucalyptus gracilis","Species description","Can be either a mallee form or a small tree"
"ACTplanting","Eucalyptus gracilis","Species description","Has a ‘stocking’ of fibrous bark"
"ACTplanting","Eucalyptus gracilis","Species description","Pendulous foliage"
"ACTplanting","Eucalyptus gracilis","Species description","White flowers from April to September"
"ACTplanting","Eucalyptus gracilis","Species description","Small urn shaped woody fruit"
"ACTplanting","Eucalyptus gracilis","Height and width","6 to 12 metres tall by 4 to 8 metres wide"
"ACTplanting","Eucalyptus gracilis","Height and width","6 to 12 metres tall by 4 to 8 metres wide"
"ACTplanting","Eucalyptus gracilis","Landscape use","Available Soil Volume required 19m3"
"ACTplanting","Eucalyptus gracilis","Landscape use","Suitable for limited use as a feature plant in parks"
"ACTplanting","Eucalyptus gracilis","Landscape use","Would not be useful where reliability is required such as street tree plantings"
"ACTplanting","Eucalyptus gracilis","Landscape use","Useful in wildlife corridors as browsing and shelter habitat"
"ACTplanting","Eucalyptus gracilis","Landscape use","Requires a minimum clearance of approximately 5 metres from buildings; the mallee form may be more spreading and interfere with paths"
"ACTplanting","Eucalyptus gracilis","Use considerations","Suitable for drier situations in the ACT"
"ACTplanting","Eucalyptus gracilis","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus gracilis","Use considerations","Prefers well drained loams to clays, not suitable for damp or wet sites"
"ACTplanting","Eucalyptus gracilis","Use considerations","Long lived"
"ACTplanting","Eucalyptus gracilis","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus gracilis","Use considerations","Moderate flammability"
"ACTplanting","Eucalyptus gracilis","Use considerations","Probably subject to more common Eucalyptus pests, especially scale and psyllids"
"ACTplanting","Eucalyptus gracilis","Use considerations","Formative pruning is less important for this species"
"ACTplanting","Eucalyptus gracilis","Use considerations","Establishment may be more difficult than other regional species, especially for the mallee form"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Botanical Name"," Eucalyptus leucoxylon ‘Rosea’ (Elr)"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Common Name"," red flowering yellow gum"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Evergreen"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Small tree, often multi-branched from a low level"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Cream to grey bark, shedding in flakes"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Grey-green foliage"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Prominent red flowers from March to December"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Species description","Fruit are hard, globular or hemispherical nuts"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Height and width","10 to 15 metres tall by 6 to 10 metres wide"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Landscape use","A good small eucalypt for limited use in urban parks and home gardens due to its variable performance"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Requires a well drained site for good growth"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Moderate frost tolerance and high drought tolerance"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Suitable for most sites, favouring sandy loams to clay-based soils"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Short to medium longevity"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Fast growth"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","High flammability"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Subject to common eucalypt pests and diseases"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Provides excellent habitat for birds"
"ACTplanting","Eucalyptus leucoxylon ‘Rosea’","Use considerations","Has not always performed well in Canberra"
"ACTplanting","Eucalyptus michaeliana","Botanical Name"," Eucalyptus michaeliana (Emh)"
"ACTplanting","Eucalyptus michaeliana","Common Name"," Hillgrove gum"
"ACTplanting","Eucalyptus michaeliana","Species description","Evergreen"
"ACTplanting","Eucalyptus michaeliana","Species description","Straight trunk and open rounded crown"
"ACTplanting","Eucalyptus michaeliana","Species description","Attractive grey and white blotched bark that can resemble jigsaw puzzle pieces"
"ACTplanting","Eucalyptus michaeliana","Species description","Dark green leaves 15 to 20 centimetres long"
"ACTplanting","Eucalyptus michaeliana","Species description","White flowers which are held in unusually large clusters"
"ACTplanting","Eucalyptus michaeliana","Species description","Small conical or hemispherical woody fruit"
"ACTplanting","Eucalyptus michaeliana","Height and width","15 metres tall by 10 metres wide"
"ACTplanting","Eucalyptus michaeliana","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus michaeliana","Landscape use","Suitable for use as a feature tree in urban parks or open spaces"
"ACTplanting","Eucalyptus michaeliana","Landscape use","Should be suitable for use as a street tree"
"ACTplanting","Eucalyptus michaeliana","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus michaeliana","Use considerations","Moderate frost tolerance and high drought tolerance"
"ACTplanting","Eucalyptus michaeliana","Use considerations","Can grow in a range of soils from clayey to sandy"
"ACTplanting","Eucalyptus michaeliana","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus michaeliana","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus michaeliana","Use considerations","A flammable species"
"ACTplanting","Eucalyptus michaeliana","Use considerations","Provides habitat for birds"
"ACTplanting","Eucalyptus mitchelliana","Botanical Name"," Eucalyptus mitchelliana (Emi)"
"ACTplanting","Eucalyptus mitchelliana","Common Name"," Mount Buffalo sallee"
"ACTplanting","Eucalyptus mitchelliana","Species description","Evergreen"
"ACTplanting","Eucalyptus mitchelliana","Species description","Usually has a spreading mallee habit"
"ACTplanting","Eucalyptus mitchelliana","Species description","Bark is smooth and white to grey in colour"
"ACTplanting","Eucalyptus mitchelliana","Species description","Narrow lanceolate leave"
"ACTplanting","Eucalyptus mitchelliana","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus mitchelliana","Height and width","10 metres tall by 10 metres wide 10m"
"ACTplanting","Eucalyptus mitchelliana","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus mitchelliana","Landscape use","Suitable for use in parks"
"ACTplanting","Eucalyptus mitchelliana","Landscape use","Not suitable for use as a street tree"
"ACTplanting","Eucalyptus mitchelliana","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","Grows naturally among granite outcrops in sub-alpine areas"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","Suitable for use in cold areas"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","Should perform well in Canberra"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","Medium longevity"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus mitchelliana","Use considerations","High flammability"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Botanical Name"," Eucalyptus pauciflora subsp. pauciflora (Epp)"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Common Name"," snow gum"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","Evergreen"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","Can be upright with elliptical crown in Canberra"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","Smooth white bark with waxy branchlets"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","Thick, glossy, lanceolate leaves"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","White flowers from October to January"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Height and width","15 metres tall by 10 metres wide"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Landscape use","Useful in parks, commercial precincts, revegetation area and wildlife corridors"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Originates from temperate to sub-alpine climates, so suitable for frost hollows"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Can perform well in Canberra depending on the provenance"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Lower altitude provenances of larger, more shapely trees are preferred"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Very high frost tolerance and moderate to high drought tolerance"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Usual grows in well drained clay soils, but will tolerate occasional flooding"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Moderate flammability"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Native to the Canberra area, so good source of wildlife habitat"
"ACTplanting","Eucalyptus pauciflora subsp. pauciflora","Use considerations","Listed as an ecologically beneficial species under the Tree Protection Act 2005"
"ACTplanting","Eucalyptus stellulata","Botanical Name"," Eucalyptus stellulata (Est)"
"ACTplanting","Eucalyptus stellulata","Common Name"," black sallee"
"ACTplanting","Eucalyptus stellulata","Species description","Evergreen"
"ACTplanting","Eucalyptus stellulata","Species description","Usually a short single trunk with a rounded crown"
"ACTplanting","Eucalyptus stellulata","Species description","Dark grey bark for about half the trunk and then attractive smooth olive green for the remainder"
"ACTplanting","Eucalyptus stellulata","Species description","Broadly lanceolate, glossy green foliage"
"ACTplanting","Eucalyptus stellulata","Species description","Star-like clusters of 7 to 10 flowers from autumn 10m to spring"
"ACTplanting","Eucalyptus stellulata","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus stellulata","Height and width","10 metres tall by 10 metres wide"
"ACTplanting","Eucalyptus stellulata","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Eucalyptus stellulata","Landscape use","Useful as a park tree where irrigation is available, or in lower flood or soak areas if in a dryland planting"
"ACTplanting","Eucalyptus stellulata","Landscape use","Suitable for use in revegetation areas"
"ACTplanting","Eucalyptus stellulata","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus stellulata","Use considerations","Suited to cool climates"
"ACTplanting","Eucalyptus stellulata","Use considerations","High frost tolerance and moderate drought tolerance"
"ACTplanting","Eucalyptus stellulata","Use considerations","Suitable for wetter soils or low lying damp areas"
"ACTplanting","Eucalyptus stellulata","Use considerations","Long lived"
"ACTplanting","Eucalyptus stellulata","Use considerations","Slow to moderate growth rate"
"ACTplanting","Eucalyptus stellulata","Use considerations","High flammability"
"ACTplanting","Eucalyptus stellulata","Use considerations","Can be affected by scale, but fairly pest free in the Canberra area"
"ACTplanting","Eucalyptus stellulata","Use considerations","Provides browsing and protective habitat for birds"
"ACTplanting","Eucalyptus stellulata","Use considerations","Can experience leader dieback on leader ends when grown in drier locations"
"ACTplanting","Eucalyptus stellulata","Use considerations","Inclined to shed quantities of bark which would need clearing in some landscape settings"
"ACTplanting","Melaleuca bracteata","Botanical Name"," Melaleuca bracteata (Mba)"
"ACTplanting","Melaleuca bracteata","Common Name"," black tea tree"
"ACTplanting","Melaleuca bracteata","Species description","Evergreen"
"ACTplanting","Melaleuca bracteata","Species description","Medium sized tree with rounded top"
"ACTplanting","Melaleuca bracteata","Species description","Hard fissured bark"
"ACTplanting","Melaleuca bracteata","Species description","Ovate leaves up to 2 centimetres long with little to no petiole"
"ACTplanting","Melaleuca bracteata","Species description","White flowers in profusion in spring"
"ACTplanting","Melaleuca bracteata","Species description","Fruit are small nuts"
"ACTplanting","Melaleuca bracteata","Height and width","8 to 12 metres tall by 6 to 8 metres wide"
"ACTplanting","Melaleuca bracteata","Landscape use","Available Soil Volume required 19m3"
"ACTplanting","Melaleuca bracteata","Landscape use","Can be used in urban parks and open spaces"
"ACTplanting","Melaleuca bracteata","Landscape use","Requires a minimum clearance of 5 metres from buildings"
"ACTplanting","Melaleuca bracteata","Use considerations","Suitable for Canberra’s climate"
"ACTplanting","Melaleuca bracteata","Use considerations","High frost tolerance once established and high drought tolerance"
"ACTplanting","Melaleuca bracteata","Use considerations","Prefers soil with good drainage, although will grow in heavy clays and tolerate waterlogged sites"
"ACTplanting","Melaleuca bracteata","Use considerations","Medium longevity"
"ACTplanting","Melaleuca bracteata","Use considerations","Moderate growth rate"
"ACTplanting","Melaleuca bracteata","Use considerations","Low flammability"
"ACTplanting","Melaleuca bracteata","Use considerations","Formative pruning may need to be undertaken to avoid line of sight issues on nature strips"
"ACTplanting","Acacia covenyi","Botanical Name"," Acacia covenyi (Acy)"
"ACTplanting","Acacia covenyi","Common Name"," blue bush"
"ACTplanting","Acacia covenyi","Species description","Evergreen"
"ACTplanting","Acacia covenyi","Species description","Small, rounded tree"
"ACTplanting","Acacia covenyi","Species description","Smooth dark grey bark"
"ACTplanting","Acacia covenyi","Species description","Distinctive blue-grey phyllodes"
"ACTplanting","Acacia covenyi","Species description","Large heads of globular flowers in early spring"
"ACTplanting","Acacia covenyi","Species description","Bluish-brown to reddish brown seed pods"
"ACTplanting","Acacia covenyi","Height and width","6 metres tall by 6 metres wide"
"ACTplanting","Acacia covenyi","Limestone slopes near Bendethera, west of","ruya, New South Wales"
"ACTplanting","Acacia covenyi","Landscape use","Available Soil Volume required 11m3"
"ACTplanting","Acacia covenyi","Landscape use","A useful species suitable for use in urban parks, shopping centre precincts and"
"ACTplanting","Acacia covenyi","Landscape use","Not suitable as a street tree"
"ACTplanting","Acacia covenyi","Landscape use","Can be used as a screening plant"
"ACTplanting","Acacia covenyi","Landscape use","Looks particularly effective when planted in groups"
"ACTplanting","Acacia covenyi","Landscape use","Requires a minimum clearance of 4 metres from buildings"
"ACTplanting","Acacia covenyi","Use considerations","Suits all areas of the ACT"
"ACTplanting","Acacia covenyi","Use considerations","High frost and drought tolerance"
"ACTplanting","Acacia covenyi","Use considerations","Suits all ACT soils, but prefers alkaline soils with good drainage"
"ACTplanting","Acacia covenyi","Use considerations","Low flammability"
"ACTplanting","Acacia covenyi","Use considerations","Low potential for root damage"
"ACTplanting","Acacia covenyi","Use considerations","A rare plant, it will benefit from further use"
"ACTplanting","Acacia pendula","Botanical Name"," Acacia pendula (Ape)"
"ACTplanting","Acacia pendula","Common Name"," myall, weeping myall"
"ACTplanting","Acacia pendula","Species description","Evergreen"
"ACTplanting","Acacia pendula","Species description","Medium sized elliptical tree with pendulous branches"
"ACTplanting","Acacia pendula","Species description","Bark is grey, hard and fissured"
"ACTplanting","Acacia pendula","Species description","Straight to falcate silvery drooping glaucous phyllodes"
"ACTplanting","Acacia pendula","Species description","Irregular flowering (not a main feature)"
"ACTplanting","Acacia pendula","Species description","Pods straight or strongly curved and narrowly winged"
"ACTplanting","Acacia pendula","Height and width","8 metres tall by 5 metres wide"
"ACTplanting","Acacia pendula","Landscape use","Available Soil Volume required 8m3"
"ACTplanting","Acacia pendula","Landscape use","Useful tree for parks, arterial median strips and shopping centres"
"ACTplanting","Acacia pendula","Landscape use","Can be used in riparian plantings"
"ACTplanting","Acacia pendula","Landscape use","Suitable for home gardens"
"ACTplanting","Acacia pendula","Landscape use","Requires a minimum clearance of 4 metres from buildings"
"ACTplanting","Acacia pendula","Use considerations","High frost and drought tolerance"
"ACTplanting","Acacia pendula","Use considerations","Tolerates inundation for short durations, but prefers well drained soils"
"ACTplanting","Acacia pendula","Use considerations","Suitable for most soils including fertile loams, alluviums and heavy clays"
"ACTplanting","Acacia pendula","Use considerations","Medium to long lived"
"ACTplanting","Acacia pendula","Use considerations","Low flammability"
"ACTplanting","Acacia pendula","Use considerations","Develops a good form without formative pruning"
"ACTplanting","Acacia pendula","Use considerations","Affected by processional caterpillars in western New South Wales, however no pests are noted locally"
"ACTplanting","Acer japonicum ‘Vitifolium’ ","Botanical Name"," Acer japonicum ‘Vitifolium’ (ACjv)"
"ACTplanting","Acer japonicum ‘Vitifolium’ ","Common Name"," downy Japanese Maple, fullmoon maple New Design Standards Species"
"ACTplanting","Acer japonicum ‘Vitifolium’ ","Species description","Deciduous"
