"study","species","trait_name","value"
"UCdavis","Chionanthus retusus","Water needs","Medium"
"UCdavis","Chionanthus retusus","Flowering season","Spring"
"UCdavis","Chionanthus retusus","Wildlife Value(s)","None"
"UCdavis","Clytostoma calystegioides","Common name","violet trumpet vine"
"UCdavis","Clytostoma calystegioides","Latin name","Clytostoma calystegioides"
"UCdavis","Clytostoma calystegioides","Description","Vigorous climber for covering walls and fences and can also be grown as a groundcover; trumpet-shaped violet flowers with purple veins blossom in late spring to summer; attracts hummingbirds."
"UCdavis","Clytostoma calystegioides","California native","No"
"UCdavis","Clytostoma calystegioides","All-Star","Yes"
"UCdavis","Clytostoma calystegioides","Type","Vine"
"UCdavis","Clytostoma calystegioides","Flower colour","Purple"
"UCdavis","Clytostoma calystegioides","Sun Exposure","Full Sun"
"UCdavis","Clytostoma calystegioides","Sun Exposure","Part Shade"
"UCdavis","Clytostoma calystegioides","Water needs","Very Low"
"UCdavis","Clytostoma calystegioides","Water needs","Low"
"UCdavis","Clytostoma calystegioides","Flowering season","Spring"
"UCdavis","Clytostoma calystegioides","Wildlife Value(s)","Hummingbirds"
"UCdavis","Clytostoma calystegioides","Pruning needs","prune in winter to shape"
"UCdavis","Crataegus phaenopyrum","Common name","Washington hawthorn"
"UCdavis","Crataegus phaenopyrum","Latin name","Crataegus phaenopyrum"
"UCdavis","Crataegus phaenopyrum","Description","Provides year-round interest with profuse white spring flowers, brilliant scarlet foliage in fall and ornamental fruit clusters in winter; graceful, open-limb structure makes it an attractive patio specimen; disease free in our area; attracts birds."
"UCdavis","Crataegus phaenopyrum","California native","No"
"UCdavis","Crataegus phaenopyrum","All-Star","Yes"
"UCdavis","Crataegus phaenopyrum","Type","Tree"
"UCdavis","Crataegus phaenopyrum","Water needs","Medium"
"UCdavis","Crataegus phaenopyrum","Flower colour","White"
"UCdavis","Crataegus phaenopyrum","Sun Exposure","Full Sun"
"UCdavis","Crataegus phaenopyrum","Water needs","Low"
"UCdavis","Crataegus phaenopyrum","Water needs","Medium"
"UCdavis","Crataegus phaenopyrum","Flowering season","Spring"
"UCdavis","Crataegus phaenopyrum","Wildlife Value(s)","Birds"
"UCdavis","Crataegus phaenopyrum","Pruning needs","little or none"
"UCdavis","Crinodendron patagua","Common name","Chilean lily-of-the-valley tree"
"UCdavis","Crinodendron patagua","Latin name","Crinodendron patagua"
"UCdavis","Crinodendron patagua","Description","Drought tolerant; makes a good screen or patio tree with its upright form and narrow profile; attractive, shiny, evergreen leaves; white bell-shaped flowers."
"UCdavis","Crinodendron patagua","California native","No"
"UCdavis","Crinodendron patagua","All-Star","Yes"
"UCdavis","Crinodendron patagua","Type","Tree"
"UCdavis","Crinodendron patagua","Water needs","Medium"
"UCdavis","Crinodendron patagua","Flower colour","White"
"UCdavis","Crinodendron patagua","Sun Exposure","Full Sun"
"UCdavis","Crinodendron patagua","Water needs","Very Low"
"UCdavis","Crinodendron patagua","Water needs","Low"
"UCdavis","Crinodendron patagua","Flowering season","Spring"
"UCdavis","Crinodendron patagua","Flowering season","Summer"
"UCdavis","Crinodendron patagua","Wildlife Value(s)","None"
"UCdavis","Crinodendron patagua","Pruning needs","little or none"
"UCdavis","Cyclamen hederifolium","Common name","ivy leaf cyclamen"
"UCdavis","Cyclamen hederifolium","Latin name","Cyclamen hederifolium"
"UCdavis","Cyclamen hederifolium","California native","No"
"UCdavis","Cyclamen hederifolium","All-Star","Yes"
"UCdavis","Cyclamen hederifolium","Type","Perennial"
"UCdavis","Cyclamen hederifolium","Size","Small"
"UCdavis","Cyclamen hederifolium","Sun Exposure","Part Shade"
"UCdavis","Cyclamen hederifolium","Sun Exposure","Shade"
"UCdavis","Cyclamen hederifolium","Water needs","Very Low"
"UCdavis","Cyclamen hederifolium","Water needs","Low"
"UCdavis","Cyclamen hederifolium","Flowering season","Summer"
"UCdavis","Cyclamen hederifolium","Flowering season","Fall"
"UCdavis","Cyclamen hederifolium","Wildlife Value(s)","None"
"UCdavis","Cyclamen hederifolium","Pruning needs","little or none"
"UCdavis","Cyrtomium falcatum","Common name","Japanese holly fern"
"UCdavis","Cyrtomium falcatum","Latin name","Cyrtomium falcatum"
"UCdavis","Cyrtomium falcatum","California native","No"
"UCdavis","Cyrtomium falcatum","All-Star","Yes"
"UCdavis","Cyrtomium falcatum","Type","Perennial"
"UCdavis","Cyrtomium falcatum","Water needs","Medium"
"UCdavis","Cyrtomium falcatum","Sun Exposure","Shade"
"UCdavis","Cyrtomium falcatum","Water needs","Low"
"UCdavis","Cyrtomium falcatum","Water needs","Medium"
"UCdavis","Cyrtomium falcatum","Wildlife Value(s)","None"
"UCdavis","Cyrtomium falcatum","Wildlife Value(s)","None"
"UCdavis","Cyrtomium falcatum","Pruning needs","little or none; remove old fronds for tidy appearance"
"UCdavis","Dasylirion wheeleri","Common name","desert spoon"
"UCdavis","Dasylirion wheeleri","Latin name","Dasylirion wheeleri"
"UCdavis","Dasylirion wheeleri","Description","Evergreen desert plant with long, narrow, blue-gray leaves; cream-colored flowers emerge in summer on tall spikes; drought tolerant and makes a striking accent plant; attracts beneficial insects."
"UCdavis","Dasylirion wheeleri","California native","No"
"UCdavis","Dasylirion wheeleri","All-Star","Yes"
"UCdavis","Dasylirion wheeleri","Type","Shrub"
"UCdavis","Dasylirion wheeleri","Size","Small"
"UCdavis","Dasylirion wheeleri","Flower colour","White"
"UCdavis","Dasylirion wheeleri","Sun Exposure","Full Sun"
"UCdavis","Dasylirion wheeleri","Water needs","Very Low"
"UCdavis","Dasylirion wheeleri","Water needs","Low"
"UCdavis","Dasylirion wheeleri","Flowering season","Spring"
"UCdavis","Dasylirion wheeleri","Flowering season","Summer"
"UCdavis","Dasylirion wheeleri","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Dasylirion wheeleri","Pruning needs","little or none"
"UCdavis","Delosperma cooperi","Common name","Cooper<U+0092>s ice plant"
"UCdavis","Delosperma cooperi","Latin name","Delosperma cooperi"
"UCdavis","Delosperma cooperi","Description","Linear succulent foliage creeps along the ground, making an attractive apple-green mat; bright pink-purple flowers bloom in spring, summer, and fall."
"UCdavis","Delosperma cooperi","California native","No"
"UCdavis","Delosperma cooperi","All-Star","Yes"
"UCdavis","Delosperma cooperi","Type","Groundcover"
"UCdavis","Delosperma cooperi","Flower colour","Pink"
"UCdavis","Delosperma cooperi","Sun Exposure","Full Sun"
"UCdavis","Delosperma cooperi","Sun Exposure","Part Shade"
"UCdavis","Delosperma cooperi","Water needs","Low"
"UCdavis","Delosperma cooperi","Flowering season","Spring"
"UCdavis","Delosperma cooperi","Flowering season","Summer"
"UCdavis","Delosperma cooperi","Flowering season","Fall"
"UCdavis","Delosperma cooperi","Wildlife Value(s)","None"
"UCdavis","Delosperma cooperi","Pruning needs","little or none"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Common name","hens and chicks"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Latin name","Echeveria <U+0091>Imbricata<U+0092>"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Description","Lovely, drought-tolerant edging plant for partial shade; sculptural foliage rosettes look like blue-green succulent <U+0093>flowers;<U+0094> spreads by producing plantlets that slowly form a groundcover."
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","California native","No"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","All-Star","Yes"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Type","Perennial"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Size","Small"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Flower colour","Red"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Water needs","Low"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Flowering season","Spring"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Wildlife Value(s)","Hummingbirds"
"UCdavis","Echeveria <U+0091>Imbricata<U+0092>","Pruning needs","remove old flower stalks"
"UCdavis","Epilobium canum","Common name","California fuchsia"
"UCdavis","Epilobium canum","Latin name","Epilobium canum"
"UCdavis","Epilobium canum","Description","California native plant; easy to grow and tolerates heat and drought; different varieties can have narrow or broad leaves that range from silver to bright green."
"UCdavis","Epilobium canum","California native","Yes"
"UCdavis","Epilobium canum","All-Star","Yes"
"UCdavis","Epilobium canum","Type","Perennial"
"UCdavis","Epilobium canum","Water needs","Medium"
"UCdavis","Epilobium canum","Flower colour","Red"
"UCdavis","Epilobium canum","Sun Exposure","Full Sun"
"UCdavis","Epilobium canum","Sun Exposure","Part Shade"
"UCdavis","Epilobium canum","Water needs","Very Low"
"UCdavis","Epilobium canum","Water needs","Low"
"UCdavis","Epilobium canum","Flowering season","Summer"
"UCdavis","Epilobium canum","Flowering season","Fall"
"UCdavis","Epilobium canum","Wildlife Value(s)","Hummingbirds"
"UCdavis","Epilobium canum","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Epilobium canum","Pruning needs","cut to ground after flowering in late fall"
"UCdavis","Erigeron karvinskianus","Common name","Santa Barbara daisy"
"UCdavis","Erigeron karvinskianus","Latin name","Erigeron karvinskianus"
"UCdavis","Erigeron karvinskianus","California native","No"
"UCdavis","Erigeron karvinskianus","All-Star","Yes"
"UCdavis","Erigeron karvinskianus","Type","Perennial"
"UCdavis","Erigeron karvinskianus","Size","Small"
"UCdavis","Erigeron karvinskianus","Flower colour","White"
"UCdavis","Erigeron karvinskianus","Sun Exposure","Full Sun"
"UCdavis","Erigeron karvinskianus","Sun Exposure","Part Shade"
"UCdavis","Erigeron karvinskianus","Water needs","Low"
"UCdavis","Erigeron karvinskianus","Flowering season","Spring"
"UCdavis","Erigeron karvinskianus","Flowering season","Summer"
"UCdavis","Erigeron karvinskianus","Flowering season","Fall"
"UCdavis","Erigeron karvinskianus","Wildlife Value(s)","Butterflies"
"UCdavis","Erigeron karvinskianus","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Erigeron karvinskianus","Pruning needs","cut to ground in winter to renew"
"UCdavis","Eriogonum giganteum","Common name","Saint Catherine<U+0092>s lace"
"UCdavis","Eriogonum giganteum","Latin name","Eriogonum giganteum"
"UCdavis","Eriogonum giganteum","Description","California native plant; large clusters of white flowers appear in summer and attract beneficial insects; fast growing and quickly develops into a large, rounded shrub with woolly, whitish-gray foliage."
"UCdavis","Eriogonum giganteum","California native","Yes"
"UCdavis","Eriogonum giganteum","All-Star","Yes"
"UCdavis","Eriogonum giganteum","Type","Shrub"
"UCdavis","Eriogonum giganteum","Water needs","Medium"
"UCdavis","Eriogonum giganteum","Flower colour","White"
"UCdavis","Eriogonum giganteum","Sun Exposure","Full Sun"
"UCdavis","Eriogonum giganteum","Sun Exposure","Part Shade"
"UCdavis","Eriogonum giganteum","Water needs","Very Low"
"UCdavis","Eriogonum giganteum","Water needs","Low"
"UCdavis","Eriogonum giganteum","Flowering season","Summer"
"UCdavis","Eriogonum giganteum","Wildlife Value(s)","Butterflies"
"UCdavis","Eriogonum giganteum","Pruning needs","remove old flower stalks; prune to maintain compact form"
"UCdavis","Festuca californica","Common name","California fescue"
"UCdavis","Festuca californica","Latin name","Festuca californica"
"UCdavis","Festuca californica","Description","California native plant; tolerates summer drought and various soil types, and is long lived; has graceful, gray-green leaves and airy flowers that mature to a golden yellow color."
"UCdavis","Festuca californica","California native","Yes"
"UCdavis","Festuca californica","All-Star","Yes"
"UCdavis","Festuca californica","Type","Perennial"
"UCdavis","Festuca californica","Water needs","Medium"
"UCdavis","Festuca californica","Sun Exposure","Part Shade"
"UCdavis","Festuca californica","Water needs","Very Low"
"UCdavis","Festuca californica","Water needs","Low"
"UCdavis","Festuca californica","Flowering season","Spring"
"UCdavis","Festuca californica","Wildlife Value(s)","None"
"UCdavis","Festuca californica","Pruning needs","remove old flower stalks in fall for tidy appearance"
"UCdavis","Hardenbergia violacea","Common name","lilac vine"
"UCdavis","Hardenbergia violacea","Latin name","Hardenbergia violacea"
"UCdavis","Hardenbergia violacea","Description","Vigorous evergreen vine can be used to cover an arbor, pergola or wall; small, purple, pea-like flowers bloom in late winter to early spring; other cultivars have white or pink flowers."
"UCdavis","Hardenbergia violacea","California native","No"
"UCdavis","Hardenbergia violacea","All-Star","Yes"
"UCdavis","Hardenbergia violacea","Type","Vine"
"UCdavis","Hardenbergia violacea","Flower colour","Purple"
"UCdavis","Hardenbergia violacea","Sun Exposure","Full Sun"
"UCdavis","Hardenbergia violacea","Sun Exposure","Part Shade"
"UCdavis","Hardenbergia violacea","Water needs","Very Low"
"UCdavis","Hardenbergia violacea","Water needs","Low"
"UCdavis","Hardenbergia violacea","Flowering season","Spring"
"UCdavis","Hardenbergia violacea","Flowering season","Winter"
"UCdavis","Hardenbergia violacea","Wildlife Value(s)","None"
"UCdavis","Hardenbergia violacea","Pruning needs","trim to fit available space annually; cut back after bloom to prevent tangling"
"UCdavis","Helleborus argutifolius","Common name","Corsican hellebore"
"UCdavis","Helleborus argutifolius","Latin name","Helleborus argutifolius"
"UCdavis","Helleborus argutifolius","California native","No"
"UCdavis","Helleborus argutifolius","All-Star","Yes"
"UCdavis","Helleborus argutifolius","Type","Perennial"
"UCdavis","Helleborus argutifolius","Water needs","Medium"
"UCdavis","Helleborus argutifolius","Flower colour","Green"
"UCdavis","Helleborus argutifolius","Sun Exposure","Part Shade"
"UCdavis","Helleborus argutifolius","Sun Exposure","Shade"
"UCdavis","Helleborus argutifolius","Water needs","Very Low"
"UCdavis","Helleborus argutifolius","Water needs","Low"
"UCdavis","Helleborus argutifolius","Flowering season","Spring"
"UCdavis","Helleborus argutifolius","Flowering season","Winter"
"UCdavis","Helleborus argutifolius","Wildlife Value(s)","None"
"UCdavis","Helleborus argutifolius","Pruning needs","remove old flower stalks in summer for tidy appearance"
"UCdavis","Hesperaloe parviflora","Common name","coral yucca"
"UCdavis","Hesperaloe parviflora","Latin name","Hesperaloe parviflora"
"UCdavis","Hesperaloe parviflora","California native","No"
"UCdavis","Hesperaloe parviflora","All-Star","Yes"
"UCdavis","Hesperaloe parviflora","Type","Shrub"
"UCdavis","Hesperaloe parviflora","Size","Small"
"UCdavis","Hesperaloe parviflora","Flower colour","Red"
"UCdavis","Hesperaloe parviflora","Sun Exposure","Full Sun"
"UCdavis","Hesperaloe parviflora","Water needs","Very Low"
"UCdavis","Hesperaloe parviflora","Water needs","Low"
"UCdavis","Hesperaloe parviflora","Flowering season","Summer"
"UCdavis","Hesperaloe parviflora","Flowering season","Fall"
"UCdavis","Hesperaloe parviflora","Wildlife Value(s)","Hummingbirds"
"UCdavis","Hesperaloe parviflora","Pruning needs","remove old flower stalks in winter"
"UCdavis","christmas berry","Common name","toyon"
"UCdavis","christmas berry","Latin name","christmas berry"
"UCdavis","christmas berry","Description","California holly"
"UCdavis","christmas berry","California native","Heteromeles arbutifolia"
"UCdavis","christmas berry","All-Star","Shrub with leathery, dark-green leaves and profuse red berries all winter that are popular with cedar waxwings, a species of migrating bird in the Central Valley."
"UCdavis","christmas berry","Type","Yes"
"UCdavis","christmas berry","Flower colour","Yes"
"UCdavis","christmas berry","Flower colour","Shrub"
"UCdavis","christmas berry","Size","Large"
"UCdavis","christmas berry","Sun Exposure","Full Sun"
"UCdavis","christmas berry","Sun Exposure","Part Shade"
"UCdavis","christmas berry","Water needs","Low"
"UCdavis","christmas berry","Flowering season","Spring"
"UCdavis","christmas berry","Wildlife Value(s)","Birds"
"UCdavis","christmas berry","Pruning needs","little or none"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Common name","Lillian<U+0092>s pink coral bells"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Latin name","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Description","California native plant; bright pink flowers attract bees and hummingbirds; excellent groundcover for small shady areas or borders."
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","California native","Yes"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","All-Star","Yes"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Type","Perennial"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Water needs","Medium"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Flower colour","Pink"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Sun Exposure","Shade"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Water needs","Low"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Flowering season","Spring"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Wildlife Value(s)","Hummingbirds"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Wildlife Value(s)","Bees"
"UCdavis","Heuchera <U+0091>Lillian<U+0092>s Pink<U+0092>","Pruning needs","remove old flower stalks"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Common name","rosada coral bells"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Latin name","Heuchera <U+0091>Rosada<U+0092>"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","California native","No"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","All-Star","No"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Type","Perennial"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Water needs","Medium"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Flower colour","Pink"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Sun Exposure","Shade"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Water needs","Low"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Flowering season","Spring"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Wildlife Value(s)","Hummingbirds"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Heuchera <U+0091>Rosada<U+0092>","Pruning needs","remove old flower stalks"
"UCdavis","Heuchera maxima","Common name","island alumroot"
"UCdavis","Heuchera maxima","Latin name","Heuchera maxima"
"UCdavis","Heuchera maxima","Description","California native plant; a good informal groundcover for dry shade; tolerates heavy clay soils; frilly green leaves look good all year."
"UCdavis","Heuchera maxima","California native","Yes"
"UCdavis","Heuchera maxima","All-Star","Yes"
"UCdavis","Heuchera maxima","Type","Perennial"
"UCdavis","Heuchera maxima","Water needs","Medium"
"UCdavis","Heuchera maxima","Flower colour","White"
"UCdavis","Heuchera maxima","Sun Exposure","Part Shade"
"UCdavis","Heuchera maxima","Sun Exposure","Shade"
"UCdavis","Heuchera maxima","Water needs","Low"
"UCdavis","Heuchera maxima","Flowering season","Spring"
"UCdavis","Heuchera maxima","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Heuchera maxima","Pruning needs","remove old flower stalks"
"UCdavis","Hunnemannia fumariifolia","Common name","Mexican tulip poppy"
"UCdavis","Hunnemannia fumariifolia","Latin name","Hunnemannia fumariifolia"
"UCdavis","Hunnemannia fumariifolia","Description","Bright yellow poppy flowers bloom spring through fall; bushy perennial with lacy, gray-green foliage; heat and drought tolerant with seeds that grow to replace the mother plant."
"UCdavis","Hunnemannia fumariifolia","California native","No"
"UCdavis","Hunnemannia fumariifolia","All-Star","Yes"
"UCdavis","Hunnemannia fumariifolia","Type","Perennial"
"UCdavis","Hunnemannia fumariifolia","Water needs","Medium"
"UCdavis","Hunnemannia fumariifolia","Flower colour","Yellow"
"UCdavis","Hunnemannia fumariifolia","Sun Exposure","Full Sun"
"UCdavis","Hunnemannia fumariifolia","Sun Exposure","Part Shade"
"UCdavis","Hunnemannia fumariifolia","Water needs","Very Low"
"UCdavis","Hunnemannia fumariifolia","Water needs","Low"
"UCdavis","Hunnemannia fumariifolia","Flowering season","Spring"
"UCdavis","Hunnemannia fumariifolia","Flowering season","Summer"
"UCdavis","Hunnemannia fumariifolia","Flowering season","Fall"
"UCdavis","Hunnemannia fumariifolia","Wildlife Value(s)","None"
"UCdavis","Hunnemannia fumariifolia","Pruning needs","cut back old flower stalks for tidy appearance and prolonged bloom"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Common name","canyon snow Pacific iris"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Latin name","Iris <U+0091>Canyon Snow<U+0092>"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","California native","Yes"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","All-Star","Yes"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Type","Perennial"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Water needs","Medium"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Flower colour","White"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Water needs","Low"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Flowering season","Spring"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Iris <U+0091>Canyon Snow<U+0092>","Pruning needs","little or none; can dig up and divide in fall"
"UCdavis","Isomeris arborea","Common name","bladderpod"
"UCdavis","Isomeris arborea","Latin name","Isomeris arborea"
"UCdavis","Isomeris arborea","California native","Yes"
"UCdavis","Isomeris arborea","All-Star","Yes"
"UCdavis","Isomeris arborea","Type","Shrub"
"UCdavis","Isomeris arborea","Water needs","Medium"
"UCdavis","Isomeris arborea","Flower colour","Yellow"
"UCdavis","Isomeris arborea","Sun Exposure","Full Sun"
"UCdavis","Isomeris arborea","Sun Exposure","Part Shade"
"UCdavis","Isomeris arborea","Water needs","Very Low"
"UCdavis","Isomeris arborea","Flowering season","Spring"
"UCdavis","Isomeris arborea","Flowering season","Summer"
"UCdavis","Isomeris arborea","Flowering season","Fall"
"UCdavis","Isomeris arborea","Flowering season","Winter"
"UCdavis","Isomeris arborea","Wildlife Value(s)","Hummingbirds"
"UCdavis","Isomeris arborea","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Isomeris arborea","Pruning needs","little or none"
"UCdavis","Jasminum nudiflorum","Common name","winter jasmine"
"UCdavis","Jasminum nudiflorum","Latin name","Jasminum nudiflorum"
"UCdavis","Jasminum nudiflorum","California native","No"
"UCdavis","Jasminum nudiflorum","All-Star","Yes"
"UCdavis","Jasminum nudiflorum","Type","Shrub"
"UCdavis","Jasminum nudiflorum","Size","Small"
"UCdavis","Jasminum nudiflorum","Flower colour","Yellow"
"UCdavis","Jasminum nudiflorum","Sun Exposure","Full Sun"
"UCdavis","Jasminum nudiflorum","Sun Exposure","Part Shade"
"UCdavis","Jasminum nudiflorum","Water needs","Very Low"
"UCdavis","Jasminum nudiflorum","Water needs","Low"
"UCdavis","Jasminum nudiflorum","Flowering season","Winter"
"UCdavis","Jasminum nudiflorum","Wildlife Value(s)","None"
"UCdavis","Jasminum nudiflorum","Pruning needs","little or none; prune to shape"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Common name","Christmas cheer poker plant"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Latin name","Kniphofia <U+0091>Christmas Cheer<U+0092>"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","California native","No"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","All-Star","Yes"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Type","Perennial"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Size","Large"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Flower colour","Orange"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Sun Exposure","Full Sun"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Water needs","Low"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Flowering season","Winter"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Wildlife Value(s)","Hummingbirds"
"UCdavis","Kniphofia <U+0091>Christmas Cheer<U+0092>","Pruning needs","remove old flower stalks"
"UCdavis","Koelreuteria elegans subsp. formosana","Common name","Formosan flame tree"
"UCdavis","Koelreuteria elegans subsp. formosana","Latin name","Koelreuteria elegans subsp. formosana"
"UCdavis","Koelreuteria elegans subsp. formosana","Description","Tropical-looking shade tree; has broad clusters of bright yellow flowers in fall, followed by coral-red seed pods; adaptable to various soils and watering schedules."
"UCdavis","Koelreuteria elegans subsp. formosana","California native","No"
"UCdavis","Koelreuteria elegans subsp. formosana","All-Star","Yes"
"UCdavis","Koelreuteria elegans subsp. formosana","Type","Tree"
"UCdavis","Koelreuteria elegans subsp. formosana","Water needs","Medium"
"UCdavis","Koelreuteria elegans subsp. formosana","Flower colour","Yellow"
"UCdavis","Koelreuteria elegans subsp. formosana","Sun Exposure","Full Sun"
"UCdavis","Koelreuteria elegans subsp. formosana","Water needs","Very Low"
"UCdavis","Koelreuteria elegans subsp. formosana","Water needs","Low"
"UCdavis","Koelreuteria elegans subsp. formosana","Flowering season","Fall"
"UCdavis","Koelreuteria elegans subsp. formosana","Wildlife Value(s)","None"
"UCdavis","Koelreuteria elegans subsp. formosana","Pruning needs","little or none; prune to shape in winter"
"UCdavis","Lagerstroemia hybrids and cultivars","Common name","crape myrtle"
"UCdavis","Lagerstroemia hybrids and cultivars","Latin name","Lagerstroemia hybrids and cultivars"
"UCdavis","Lagerstroemia hybrids and cultivars","Description","Provides year-round interest with summer flowers, fall color, and handsome ornamental bark in winter; comes in pink, white, lavender-purple, or red-flowering varieties; hybrid forms are more mildew resistant; attracts beneficial insects."
"UCdavis","Lagerstroemia hybrids and cultivars","California native","No"
"UCdavis","Lagerstroemia hybrids and cultivars","All-Star","Yes"
"UCdavis","Lagerstroemia hybrids and cultivars","Type","Tree"
"UCdavis","Lagerstroemia hybrids and cultivars","Water needs","Medium"
"UCdavis","Lagerstroemia hybrids and cultivars","Flower colour","Pink"
"UCdavis","Lagerstroemia hybrids and cultivars","Sun Exposure","Full Sun"
"UCdavis","Lagerstroemia hybrids and cultivars","Water needs","Low"
"UCdavis","Lagerstroemia hybrids and cultivars","Water needs","Medium"
"UCdavis","Lagerstroemia hybrids and cultivars","Flowering season","Summer"
"UCdavis","Lagerstroemia hybrids and cultivars","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Lagerstroemia hybrids and cultivars","Pruning needs","prune in winter to shape"
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","Common name","Goodwin Creek lavender"
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","Latin name","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>"
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","Description","Long bloom season; easy to renew with pruning; more heat resistant than English lavenders; attracts hummingbirds and beneficial insects."
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","California native","No"
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","All-Star","Yes"
"UCdavis","Lavandula x ginginsii <U+0091>Goodwin Creek Grey<U+0092>","Type","Shrub"
